시작일,구간,시기,레버리지 ETF(%),선물 매일(%),선물 월 1회(%),선물 그대로(%),제외 사유
2009-09-16,5,저금리(~2021),-1.54,-2.31,-2.34,-2.34,
2009-09-17,5,저금리(~2021),0.05,-0.1,-0.07,-0.07,
2009-09-18,5,저금리(~2021),0.47,0.26,0.29,0.29,
2009-09-21,5,저금리(~2021),0.77,1.1,1.12,1.12,
2009-09-22,5,저금리(~2021),1.31,1.23,1.24,1.24,
2009-09-23,5,저금리(~2021),2.04,1.82,1.82,1.82,
2009-09-24,5,저금리(~2021),2.59,3.18,3.16,3.16,
2009-09-25,5,저금리(~2021),4.65,5.03,4.92,4.92,
2009-09-28,5,저금리(~2021),4.51,4.75,4.66,4.66,
2009-09-29,5,저금리(~2021),5.75,6.13,5.9,5.9,
2009-09-30,5,저금리(~2021),3.95,3.99,3.98,3.98,
2009-10-01,5,저금리(~2021),0.0,-0.52,-0.39,-0.39,
2009-10-05,5,저금리(~2021),-1.48,-2.09,-2.07,-2.07,
2009-10-06,5,저금리(~2021),-1.52,-1.94,-1.91,-1.91,
2009-10-07,5,저금리(~2021),-3.43,-3.14,-3.16,-3.16,
2009-10-08,5,저금리(~2021),-3.01,-2.31,-2.31,-2.31,
2009-10-09,5,저금리(~2021),0.56,0.34,0.37,0.37,
2009-10-12,5,저금리(~2021),-1.2,-0.74,-0.72,-0.72,
2009-10-13,5,저금리(~2021),-2.19,-2.14,-2.15,-2.15,
2009-10-14,5,저금리(~2021),-0.15,-0.67,-0.65,-0.65,
2009-10-15,5,저금리(~2021),1.88,1.87,1.89,1.89,
2009-10-16,5,저금리(~2021),0.0,0.23,0.28,0.28,
2009-10-19,5,저금리(~2021),-0.51,-0.78,-0.72,-0.72,
2009-10-20,5,저금리(~2021),0.31,0.42,0.48,0.48,
2009-10-21,5,저금리(~2021),2.79,2.59,2.65,2.65,
2009-10-22,5,저금리(~2021),2.59,2.92,2.98,2.98,
2009-10-23,5,저금리(~2021),4.02,4.62,4.55,4.55,
2009-10-26,5,저금리(~2021),6.68,6.73,6.42,6.42,
2009-10-27,5,저금리(~2021),6.9,6.96,6.63,6.63,
2009-10-28,5,저금리(~2021),1.83,2.64,2.65,2.65,
2009-10-29,5,저금리(~2021),2.14,1.67,1.69,1.69,
2009-10-30,5,저금리(~2021),0.1,-0.5,-0.44,-0.44,
2009-11-02,5,저금리(~2021),-1.67,-1.36,-1.32,-1.32,
2009-11-03,5,저금리(~2021),-2.42,-2.7,-2.71,-2.71,
2009-11-04,5,저금리(~2021),-1.5,-2.14,-2.14,-2.14,
2009-11-05,5,저금리(~2021),-2.29,-2.32,-2.33,-2.33,
2009-11-06,5,저금리(~2021),-0.39,0.04,0.07,0.07,
2009-11-09,5,저금리(~2021),-1.31,-1.47,-1.43,-1.43,
2009-11-10,5,저금리(~2021),-0.73,-0.6,-0.55,-0.55,
2009-11-11,5,저금리(~2021),-0.74,-0.7,-0.64,-0.64,
2009-11-12,5,저금리(~2021),-2.78,-2.63,-2.64,-2.64,
2009-11-13,5,저금리(~2021),-3.49,-3.81,-3.9,-3.9,
2009-11-16,5,저금리(~2021),-1.82,-2.05,-2.07,-2.07,
2009-11-17,5,저금리(~2021),-1.52,-1.23,-1.22,-1.22,
2009-11-18,5,저금리(~2021),-0.6,-0.7,-0.69,-0.69,
2009-11-19,5,저금리(~2021),1.2,1.12,1.12,1.12,
2009-11-20,5,저금리(~2021),6.28,6.01,5.88,5.88,
2009-11-23,5,저금리(~2021),4.12,4.75,4.77,4.77,
2009-11-24,5,저금리(~2021),2.19,2.26,2.45,2.45,
2009-11-25,5,저금리(~2021),0.8,0.83,1.1,1.1,
2009-11-26,5,저금리(~2021),-1.29,-1.32,-1.04,-1.04,
2009-11-27,5,저금리(~2021),-6.38,-6.23,-6.55,-6.55,
2009-11-30,5,저금리(~2021),-4.73,-5.39,-5.62,-5.62,
2009-12-01,5,저금리(~2021),-3.7,-4.09,-4.21,-4.21,
2009-12-02,5,저금리(~2021),-2.62,-2.46,-2.49,-2.49,
2009-12-03,5,저금리(~2021),-1.4,-1.14,-1.15,-1.15,
2009-12-04,5,저금리(~2021),-2.27,-1.69,-1.71,-1.71,
2009-12-07,5,저금리(~2021),-2.33,-1.76,-1.77,-1.77,
2009-12-08,5,저금리(~2021),-2.43,-1.89,-1.91,-1.91,
2009-12-09,5,저금리(~2021),-1.53,-1.51,-1.51,-1.51,
2009-12-10,5,저금리(~2021),-0.46,-0.26,-0.23,-0.23,
2009-12-11,5,저금리(~2021),0.88,1.1,1.11,1.11,
2009-12-14,5,저금리(~2021),1.14,1.19,1.19,1.19,
2009-12-15,5,저금리(~2021),0.36,0.53,0.55,0.55,
2009-12-16,5,저금리(~2021),-0.15,-0.0,0.02,0.02,
2009-12-17,5,저금리(~2021),-2.76,-2.72,-2.77,-2.77,
2009-12-18,5,저금리(~2021),-2.61,-2.77,-2.82,-2.82,
2009-12-21,5,저금리(~2021),-2.46,-2.99,-3.04,-3.04,
2009-12-22,5,저금리(~2021),-2.32,-2.45,-2.49,-2.49,
2009-12-23,5,저금리(~2021),-2.95,-2.4,-2.43,-2.43,
2009-12-24,5,저금리(~2021),-0.95,-0.86,-0.86,-0.86,
2009-12-28,5,저금리(~2021),-1.94,-1.66,-1.68,-1.68,
2009-12-29,5,저금리(~2021),-0.42,-0.09,-0.07,-0.07,
2009-12-30,5,저금리(~2021),-0.32,-0.18,-0.16,-0.16,
2010-01-04,5,저금리(~2021),0.69,0.0,0.02,0.02,
2010-01-05,5,저금리(~2021),0.32,0.09,0.11,0.11,
2010-01-06,5,저금리(~2021),2.73,2.15,2.14,2.14,
2010-01-07,5,저금리(~2021),0.16,-0.21,-0.18,-0.18,
2010-01-08,5,저금리(~2021),0.16,-0.1,-0.07,-0.07,
2010-01-11,5,저금리(~2021),-0.85,-0.68,-0.65,-0.65,
2010-01-12,5,저금리(~2021),-0.95,-0.8,-0.76,-0.76,
2010-01-13,5,저금리(~2021),-2.24,-2.14,-2.16,-2.16,
2010-01-14,5,저금리(~2021),-2.05,-1.89,-1.91,-1.91,
2010-01-15,5,저금리(~2021),0.95,1.14,1.21,1.21,
2010-01-18,5,저금리(~2021),2.13,2.4,2.43,2.43,
2010-01-19,5,저금리(~2021),4.49,4.55,4.48,4.48,
2010-01-20,5,저금리(~2021),5.07,5.45,5.3,5.3,
2010-01-21,5,저금리(~2021),4.73,5.14,5.03,5.03,
2010-01-22,5,저금리(~2021),5.03,5.06,4.95,4.95,
2010-01-25,5,저금리(~2021),4.18,4.29,4.25,4.25,
2010-01-26,5,저금리(~2021),2.71,2.78,2.8,2.8,
2010-01-27,5,저금리(~2021),0.71,0.68,0.78,0.78,
2010-01-28,5,저금리(~2021),2.0,2.12,2.16,2.16,
2010-01-29,5,저금리(~2021),2.3,2.27,2.32,2.32,
2010-02-01,5,저금리(~2021),3.51,3.04,3.05,3.05,
2010-02-02,5,저금리(~2021),1.39,1.6,1.68,1.68,
2010-02-03,5,저금리(~2021),3.18,2.48,2.51,2.51,
2010-02-04,5,저금리(~2021),0.91,0.9,1.0,1.0,
2010-02-05,5,저금리(~2021),-1.61,-1.45,-1.44,-1.44,
2010-02-08,5,저금리(~2021),-3.0,-3.07,-3.12,-3.12,
2010-02-09,5,저금리(~2021),-3.44,-4.14,-4.25,-4.25,
2010-02-10,5,저금리(~2021),-3.18,-3.47,-3.53,-3.53,
2010-02-11,5,저금리(~2021),0.6,-0.37,-0.29,-0.29,
2010-02-12,5,저금리(~2021),-2.58,-2.84,-2.8,-2.8,
2010-02-16,5,저금리(~2021),-1.75,-1.89,-1.81,-1.81,
2010-02-17,5,저금리(~2021),1.02,1.09,1.17,1.17,
2010-02-18,5,저금리(~2021),2.32,2.75,2.8,2.8,
2010-02-19,5,저금리(~2021),0.05,0.51,0.6,0.6,
2010-02-22,5,저금리(~2021),1.07,0.71,0.8,0.8,
2010-02-23,5,저금리(~2021),0.71,0.62,0.7,0.7,
2010-02-24,5,저금리(~2021),0.0,-0.15,-0.07,-0.07,
2010-02-25,5,저금리(~2021),-3.35,-3.74,-3.82,-3.82,
2010-02-26,5,저금리(~2021),-4.66,-4.6,-4.74,-4.74,
2010-03-02,5,저금리(~2021),-3.27,-3.05,-3.1,-3.1,
2010-03-03,5,저금리(~2021),-2.78,-2.98,-3.02,-3.02,
2010-03-04,5,저금리(~2021),-2.92,-2.88,-2.91,-2.91,
2010-03-05,5,저금리(~2021),-1.68,-1.62,-1.63,-1.63,
2010-03-08,5,저금리(~2021),1.09,0.63,0.64,0.64,
2010-03-09,5,저금리(~2021),1.2,0.7,0.71,0.71,
2010-03-10,5,저금리(~2021),-1.4,-0.97,-0.94,-0.94,
2010-03-11,5,저금리(~2021),-1.04,-1.25,-1.22,-1.22,
2010-03-12,5,저금리(~2021),-1.45,-1.4,-1.37,-1.37,
2010-03-15,5,저금리(~2021),-1.23,-1.48,-1.46,-1.46,
2010-03-16,5,저금리(~2021),-2.21,-1.9,-1.89,-1.89,
2010-03-17,5,저금리(~2021),0.11,-0.33,-0.32,-0.32,
2010-03-18,5,저금리(~2021),-0.68,-0.42,-0.41,-0.41,
2010-03-19,5,저금리(~2021),-0.63,-0.37,-0.36,-0.36,
2010-03-22,5,저금리(~2021),-1.46,-1.4,-1.41,-1.41,
2010-03-23,5,저금리(~2021),-0.89,-1.01,-1.02,-1.02,
2010-03-24,5,저금리(~2021),-0.32,-0.68,-0.68,-0.68,
2010-03-25,5,저금리(~2021),-2.11,-2.19,-2.22,-2.22,
2010-03-26,5,저금리(~2021),-2.01,-2.18,-2.21,-2.21,
2010-03-29,5,저금리(~2021),-2.85,-2.68,-2.72,-2.72,
2010-03-30,5,저금리(~2021),-2.28,-2.43,-2.47,-2.47,
2010-03-31,5,저금리(~2021),-3.01,-2.37,-2.4,-2.4,
2010-04-01,5,저금리(~2021),-1.08,-1.17,-1.17,-1.17,
2010-04-02,5,저금리(~2021),-0.11,0.01,0.02,0.02,
2010-04-05,5,저금리(~2021),1.25,1.32,1.31,1.31,
2010-04-06,5,저금리(~2021),1.3,1.25,1.25,1.25,
2010-04-07,5,저금리(~2021),-0.16,-0.27,-0.24,-0.24,
2010-04-08,5,저금리(~2021),-0.33,-0.62,-0.59,-0.59,
2010-04-09,5,저금리(~2021),-0.16,-0.51,-0.48,-0.48,
2010-04-12,5,저금리(~2021),0.97,0.85,0.91,0.91,
2010-04-13,5,저금리(~2021),0.05,0.17,0.24,0.24,
2010-04-14,5,저금리(~2021),-0.27,-0.12,-0.04,-0.04,
2010-04-15,5,저금리(~2021),0.71,0.58,0.65,0.65,
2010-04-16,5,저금리(~2021),-0.11,0.04,0.11,0.11,
2010-04-19,5,저금리(~2021),-3.3,-2.91,-2.95,-2.95,
2010-04-20,5,저금리(~2021),-2.09,-2.06,-2.07,-2.07,
2010-04-21,5,저금리(~2021),1.2,0.9,0.92,0.92,
2010-04-22,5,저금리(~2021),0.33,1.05,1.07,1.07,
2010-04-23,5,저금리(~2021),-0.38,-0.46,-0.42,-0.42,
2010-04-26,5,저금리(~2021),2.37,2.27,2.28,2.28,
2010-04-27,5,저금리(~2021),2.14,2.09,2.11,2.11,
2010-04-28,5,저금리(~2021),2.97,3.17,3.18,3.18,
2010-04-29,5,저금리(~2021),5.62,5.01,4.91,4.91,
2010-04-30,5,저금리(~2021),4.53,4.32,4.31,4.31,
2010-05-03,5,저금리(~2021),3.65,3.46,3.49,3.49,
2010-05-04,5,저금리(~2021),3.7,3.82,3.82,3.82,
2010-05-06,5,저금리(~2021),-0.73,-1.11,-0.98,-0.98,
2010-05-07,5,저금리(~2021),-2.97,-2.64,-2.61,-2.61,
2010-05-10,5,저금리(~2021),1.36,1.23,1.32,1.32,
2010-05-11,5,저금리(~2021),1.09,1.24,1.34,1.34,
2010-05-12,5,저금리(~2021),1.86,1.91,1.99,1.99,
2010-05-13,5,저금리(~2021),5.81,6.04,5.78,5.78,
2010-05-14,5,저금리(~2021),5.07,5.09,4.92,4.92,
2010-05-17,5,저금리(~2021),5.56,5.86,5.65,5.65,
2010-05-18,5,저금리(~2021),4.1,4.29,4.23,4.23,
2010-05-19,5,저금리(~2021),1.17,0.84,0.99,0.99,
2010-05-20,5,저금리(~2021),-1.3,-1.42,-1.29,-1.29,
2010-05-24,5,저금리(~2021),-1.66,-1.79,-1.67,-1.67,
2010-05-25,5,저금리(~2021),-4.14,-4.23,-4.34,-4.34,
2010-05-26,5,저금리(~2021),-5.62,-6.18,-6.44,-6.44,
2010-05-27,5,저금리(~2021),-4.06,-4.01,-4.1,-4.1,
2010-05-28,5,저금리(~2021),-1.57,-1.33,-1.23,-1.23,
2010-05-31,5,저금리(~2021),-1.69,-1.74,-1.64,-1.64,
2010-06-01,5,저금리(~2021),-1.37,-1.45,-1.34,-1.34,
2010-06-03,5,저금리(~2021),0.1,0.75,0.8,0.8,
2010-06-04,5,저금리(~2021),-0.99,-0.49,-0.41,-0.41,
2010-06-07,5,저금리(~2021),-3.91,-3.54,-3.62,-3.62,
2010-06-08,5,저금리(~2021),-2.91,-2.48,-2.51,-2.51,
2010-06-09,5,저금리(~2021),-4.28,-3.8,-3.91,-3.91,
2010-06-10,5,저금리(~2021),-3.18,-3.44,-3.53,-3.53,
2010-06-11,5,저금리(~2021),-2.06,-2.35,-2.39,-2.39,
2010-06-14,5,저금리(~2021),-2.57,-2.7,-2.75,-2.75,
2010-06-15,5,저금리(~2021),-2.14,-2.31,-2.34,-2.34,
2010-06-16,5,저금리(~2021),-0.86,-0.91,-0.89,-0.89,
2010-06-17,5,저금리(~2021),-1.78,-1.72,-1.71,-1.71,
2010-06-18,5,저금리(~2021),-0.65,-0.68,-0.64,-0.64,
2010-06-21,5,저금리(~2021),0.77,0.69,0.7,0.7,
2010-06-22,5,저금리(~2021),1.91,1.84,1.84,1.84,
2010-06-23,5,저금리(~2021),2.17,2.51,2.5,2.5,
2010-06-24,5,저금리(~2021),4.28,4.29,4.16,4.16,
2010-06-25,5,저금리(~2021),3.85,4.16,4.04,4.04,
2010-06-28,5,저금리(~2021),3.92,3.94,3.84,3.84,
2010-06-29,5,저금리(~2021),1.93,1.86,1.86,1.86,
2010-06-30,5,저금리(~2021),1.76,1.29,1.29,1.29,
2010-07-01,5,저금리(~2021),-1.31,-1.35,-1.32,-1.32,
2010-07-02,5,저금리(~2021),-3.5,-3.59,-3.66,-3.66,
2010-07-05,5,저금리(~2021),-3.56,-3.75,-3.83,-3.83,
2010-07-06,5,저금리(~2021),-3.63,-3.22,-3.26,-3.26,
2010-07-07,5,저금리(~2021),-5.8,-5.49,-5.71,-5.71,
2010-07-08,5,저금리(~2021),-3.46,-3.47,-3.54,-3.54,
2010-07-09,5,저금리(~2021),-0.81,-0.82,-0.78,-0.78,
2010-07-12,5,저금리(~2021),0.0,0.26,0.31,0.31,
2010-07-13,5,저금리(~2021),0.27,-0.07,-0.02,-0.02,
2010-07-14,5,저금리(~2021),1.05,0.87,0.89,0.89,
2010-07-15,5,저금리(~2021),1.1,1.51,1.52,1.52,
2010-07-16,5,저금리(~2021),-1.2,-1.38,-1.34,-1.34,
2010-07-19,5,저금리(~2021),-2.39,-2.51,-2.53,-2.53,
2010-07-20,5,저금리(~2021),-2.12,-2.25,-2.25,-2.25,
2010-07-21,5,저금리(~2021),-1.87,-1.98,-1.97,-1.97,
2010-07-22,5,저금리(~2021),-2.07,-2.7,-2.74,-2.74,
2010-07-23,5,저금리(~2021),0.0,-0.06,-0.04,-0.04,
2010-07-26,5,저금리(~2021),-0.78,-0.87,-0.84,-0.84,
2010-07-27,5,저금리(~2021),-1.17,-1.12,-1.1,-1.1,
2010-07-28,5,저금리(~2021),-0.39,-0.33,-0.3,-0.3,
2010-07-29,5,저금리(~2021),-0.78,-0.58,-0.56,-0.56,
2010-07-30,5,저금리(~2021),-1.49,-1.37,-1.37,-1.37,
2010-08-02,5,저금리(~2021),-0.22,-0.28,-0.28,-0.28,
2010-08-03,5,저금리(~2021),0.68,0.66,0.66,0.66,
2010-08-04,5,저금리(~2021),2.19,2.33,2.31,2.31,
2010-08-05,5,저금리(~2021),3.93,3.87,3.79,3.79,
2010-08-06,5,저금리(~2021),2.69,2.89,2.87,2.87,
2010-08-09,5,저금리(~2021),3.15,3.36,3.31,3.31,
2010-08-10,5,저금리(~2021),1.79,1.67,1.72,1.72,
2010-08-11,5,저금리(~2021),-0.27,-0.37,-0.33,-0.33,
2010-08-12,5,저금리(~2021),-3.41,-3.44,-3.51,-3.51,
2010-08-13,5,저금리(~2021),-2.08,-2.18,-2.18,-2.18,
2010-08-16,5,저금리(~2021),-1.85,-2.14,-2.14,-2.14,
2010-08-17,5,저금리(~2021),-0.55,-0.43,-0.39,-0.39,
2010-08-18,5,저금리(~2021),1.32,1.01,1.05,1.05,
2010-08-19,5,저금리(~2021),3.08,3.26,3.18,3.18,
2010-08-20,5,저금리(~2021),2.73,2.84,2.78,2.78,
2010-08-23,5,저금리(~2021),0.39,0.36,0.43,0.43,
2010-08-24,5,저금리(~2021),1.27,1.21,1.29,1.29,
2010-08-25,5,저금리(~2021),-1.8,-1.53,-1.46,-1.46,
2010-08-26,5,저금리(~2021),-2.55,-2.69,-2.66,-2.66,
2010-08-27,5,저금리(~2021),-2.5,-2.67,-2.64,-2.64,
2010-08-30,5,저금리(~2021),-1.38,-1.34,-1.3,-1.3,
2010-08-31,5,저금리(~2021),-2.56,-2.8,-2.85,-2.85,
2010-09-01,5,저금리(~2021),-0.89,-0.39,-0.37,-0.37,
2010-09-02,5,저금리(~2021),-0.5,-0.08,-0.06,-0.06,
2010-09-03,5,저금리(~2021),-1.89,-1.13,-1.12,-1.12,
2010-09-06,5,저금리(~2021),-1.96,-1.22,-1.21,-1.21,
2010-09-07,5,저금리(~2021),-2.02,-1.14,-1.12,-1.12,
2010-09-08,5,저금리(~2021),-2.57,-2.64,-2.69,-2.69,
2010-09-09,5,저금리(~2021),-1.85,-1.5,-1.5,-1.5,
2010-09-10,5,저금리(~2021),-1.25,-1.03,-1.02,-1.02,
2010-09-13,5,저금리(~2021),-0.57,-0.68,-0.67,-0.67,
2010-09-14,5,저금리(~2021),-1.2,-1.16,-1.16,-1.16,
2010-09-15,5,저금리(~2021),-1.55,-1.4,-1.4,-1.4,
2010-09-16,5,저금리(~2021),-2.0,-2.12,-2.15,-2.15,
2010-09-17,5,저금리(~2021),-1.84,-2.33,-2.37,-2.37,
2010-09-20,5,저금리(~2021),-1.61,-1.71,-1.73,-1.73,
2010-09-24,5,저금리(~2021),-2.02,-1.97,-2.0,-2.0,
2010-09-27,5,저금리(~2021),-0.99,-1.25,-1.26,-1.26,
2010-09-28,5,저금리(~2021),-1.34,-1.31,-1.32,-1.32,
2010-09-29,5,저금리(~2021),-1.99,-1.91,-1.93,-1.93,
2010-09-30,5,저금리(~2021),-1.87,-1.85,-1.87,-1.87,
2010-10-01,5,저금리(~2021),-0.83,-1.03,-1.02,-1.02,
2010-10-04,5,저금리(~2021),-0.59,-0.43,-0.41,-0.41,
2010-10-05,5,저금리(~2021),1.06,0.91,0.94,0.94,
2010-10-06,5,저금리(~2021),1.91,1.82,1.81,1.81,
2010-10-07,5,저금리(~2021),0.3,0.3,0.34,0.34,
2010-10-08,5,저금리(~2021),-0.06,-0.06,-0.02,-0.02,
2010-10-11,5,저금리(~2021),1.24,1.4,1.46,1.46,
2010-10-12,5,저금리(~2021),0.99,1.01,1.07,1.07,
2010-10-13,5,저금리(~2021),0.65,0.67,0.74,0.74,
2010-10-14,5,저금리(~2021),1.72,1.79,1.82,1.82,
2010-10-15,5,저금리(~2021),0.54,0.68,0.75,0.75,
2010-10-18,5,저금리(~2021),-2.34,-2.31,-2.33,-2.33,
2010-10-19,5,저금리(~2021),-3.29,-3.25,-3.33,-3.33,
2010-10-20,5,저금리(~2021),-1.69,-1.74,-1.73,-1.73,
2010-10-21,5,저금리(~2021),-1.69,-1.79,-1.79,-1.79,
2010-10-22,5,저금리(~2021),1.54,1.55,1.59,1.59,
2010-10-25,5,저금리(~2021),0.48,0.3,0.4,0.4,
2010-10-26,5,저금리(~2021),0.06,0.18,0.28,0.28,
2010-10-27,5,저금리(~2021),-1.84,-1.62,-1.54,-1.54,
2010-10-28,5,저금리(~2021),-1.61,-1.63,-1.56,-1.56,
2010-10-29,5,저금리(~2021),-3.68,-3.83,-3.92,-3.92,
2010-11-01,5,저금리(~2021),-1.79,-1.95,-1.98,-1.98,
2010-11-02,5,저금리(~2021),-1.91,-1.95,-1.98,-1.98,
2010-11-03,5,저금리(~2021),-1.81,-2.23,-2.26,-2.26,
2010-11-04,5,저금리(~2021),-1.45,-1.26,-1.25,-1.25,
2010-11-05,5,저금리(~2021),1.15,0.88,0.93,0.93,
2010-11-08,5,저금리(~2021),0.79,1.08,1.13,1.13,
2010-11-09,5,저금리(~2021),2.07,1.97,2.0,2.0,
2010-11-10,5,저금리(~2021),3.14,3.38,3.32,3.32,
2010-11-11,5,저금리(~2021),0.98,1.0,1.06,1.06,
2010-11-12,5,저금리(~2021),-1.86,-1.62,-1.6,-1.6,
2010-11-15,5,저금리(~2021),-1.75,-1.89,-1.88,-1.88,
2010-11-16,5,저금리(~2021),-1.61,-0.23,-0.14,-0.14,
2010-11-17,5,저금리(~2021),-2.03,-2.04,-1.96,-1.96,
2010-11-18,5,저금리(~2021),-0.49,-0.85,-0.76,-0.76,
2010-11-19,5,저금리(~2021),1.53,1.09,1.18,1.18,
2010-11-22,5,저금리(~2021),2.21,1.94,2.01,2.01,
2010-11-23,5,저금리(~2021),0.49,-1.11,-1.07,-1.07,
2010-11-24,5,저금리(~2021),-0.18,-0.39,-0.36,-0.36,
2010-11-25,5,저금리(~2021),-1.28,-1.18,-1.14,-1.14,
2010-11-26,5,저금리(~2021),-3.25,-3.06,-3.12,-3.12,
2010-11-29,5,저금리(~2021),-3.36,-3.37,-3.45,-3.45,
2010-11-30,5,저금리(~2021),-3.32,-3.16,-3.23,-3.23,
2010-12-01,5,저금리(~2021),-1.65,-1.64,-1.64,-1.64,
2010-12-02,5,저금리(~2021),-2.1,-2.14,-2.15,-2.15,
2010-12-03,5,저금리(~2021),-1.86,-1.77,-1.76,-1.76,
2010-12-06,5,저금리(~2021),-2.54,-2.28,-2.29,-2.29,
2010-12-07,5,저금리(~2021),-2.25,-2.16,-2.17,-2.17,
2010-12-08,5,저금리(~2021),-3.04,-2.94,-3.0,-3.0,
2010-12-09,5,저금리(~2021),-1.14,-1.01,-1.01,-1.01,
2010-12-10,5,저금리(~2021),-1.84,-1.61,-1.62,-1.62,
2010-12-13,5,저금리(~2021),-1.15,-1.12,-1.12,-1.12,
2010-12-14,5,저금리(~2021),-1.85,-1.77,-1.78,-1.78,
2010-12-15,5,저금리(~2021),-1.73,-1.6,-1.61,-1.61,
2010-12-16,5,저금리(~2021),-1.72,-1.88,-1.89,-1.89,
2010-12-17,5,저금리(~2021),-0.19,-0.35,-0.34,-0.34,
2010-12-20,5,저금리(~2021),-0.19,-0.43,-0.41,-0.41,
2010-12-21,5,저금리(~2021),0.2,-0.21,-0.2,-0.2,
2010-12-22,5,저금리(~2021),-1.17,-1.24,-1.23,-1.23,
2010-12-23,5,저금리(~2021),-1.56,-1.89,-1.9,-1.9,
2010-12-24,5,저금리(~2021),-2.65,-2.97,-3.03,-3.03,
2010-12-27,5,저금리(~2021),-3.74,-3.53,-3.63,-3.63,
2010-12-28,5,저금리(~2021),-2.92,-2.81,-2.86,-2.86,
2010-12-29,5,저금리(~2021),-1.12,-1.48,-1.49,-1.49,
2010-12-30,5,저금리(~2021),-1.58,-1.18,-1.19,-1.19,
2011-01-03,5,저금리(~2021),-0.4,-0.05,-0.04,-0.04,
2011-01-04,5,저금리(~2021),0.6,0.25,0.25,0.25,
2011-01-05,5,저금리(~2021),-0.13,0.05,0.05,0.05,
2011-01-06,5,저금리(~2021),-0.73,0.23,0.24,0.24,
2011-01-07,5,저금리(~2021),-0.4,-0.29,-0.27,-0.27,
2011-01-10,5,저금리(~2021),-0.07,-0.86,-0.85,-0.85,
2011-01-11,5,저금리(~2021),-0.6,-0.14,-0.13,-0.13,
2011-01-12,5,저금리(~2021),-1.14,-1.19,-1.18,-1.18,
2011-01-13,5,저금리(~2021),-0.2,-1.05,-1.04,-1.04,
2011-01-14,5,저금리(~2021),2.29,1.94,1.96,1.96,
2011-01-17,5,저금리(~2021),0.47,1.1,1.15,1.15,
2011-01-18,5,저금리(~2021),0.4,-0.05,0.02,0.02,
2011-01-19,5,저금리(~2021),0.41,0.24,0.3,0.3,
2011-01-20,5,저금리(~2021),-0.81,-0.49,-0.43,-0.43,
2011-01-21,5,저금리(~2021),-2.57,-2.26,-2.29,-2.29,
2011-01-24,5,저금리(~2021),0.0,0.09,0.13,0.13,
2011-01-25,5,저금리(~2021),0.6,0.8,0.83,0.83,
2011-01-26,5,저금리(~2021),1.35,1.5,1.51,1.51,
2011-01-27,5,저금리(~2021),2.57,2.42,2.4,2.4,
2011-01-28,5,저금리(~2021),3.45,3.29,3.23,3.23,
2011-01-31,5,저금리(~2021),3.12,3.52,3.45,3.45,
2011-02-01,5,저금리(~2021),5.24,5.39,5.2,5.2,
2011-02-07,5,저금리(~2021),3.26,3.28,3.31,3.31,
2011-02-08,5,저금리(~2021),2.64,3.0,3.04,3.04,
2011-02-09,5,저금리(~2021),2.61,2.48,2.54,2.54,
2011-02-10,5,저금리(~2021),1.74,1.07,1.15,1.15,
2011-02-11,5,저금리(~2021),-2.27,-2.32,-2.29,-2.29,
2011-02-14,5,저금리(~2021),0.71,0.59,0.62,0.62,
2011-02-15,5,저금리(~2021),2.32,1.79,1.82,1.82,
2011-02-16,5,저금리(~2021),1.21,1.17,1.22,1.22,
2011-02-17,5,저금리(~2021),1.2,1.66,1.7,1.7,
2011-02-18,5,저금리(~2021),2.58,2.68,2.65,2.65,
2011-02-21,5,저금리(~2021),2.88,3.19,3.14,3.14,
2011-02-22,5,저금리(~2021),1.89,1.92,1.91,1.91,
2011-02-23,5,저금리(~2021),-0.25,-0.05,0.02,0.02,
2011-02-24,5,저금리(~2021),-2.94,-3.02,-3.01,-3.01,
2011-02-25,5,저금리(~2021),-0.63,-1.04,-0.93,-0.93,
2011-02-28,5,저금리(~2021),-2.61,-3.05,-3.03,-3.03,
2011-03-02,5,저금리(~2021),-3.58,-3.72,-3.75,-3.75,
2011-03-03,5,저금리(~2021),-0.38,-0.38,-0.29,-0.29,
2011-03-04,5,저금리(~2021),3.35,3.25,3.22,3.22,
2011-03-07,5,저금리(~2021),0.0,0.11,0.19,0.19,
2011-03-08,5,저금리(~2021),3.71,3.65,3.65,3.65,
2011-03-09,5,저금리(~2021),1.6,1.76,1.91,1.91,
2011-03-10,5,저금리(~2021),0.32,0.37,0.54,0.54,
2011-03-11,5,저금리(~2021),-2.31,-2.24,-2.14,-2.14,
2011-03-14,5,저금리(~2021),-1.52,-1.62,-1.51,-1.51,
2011-03-15,5,저금리(~2021),-4.5,-4.62,-4.77,-4.77,
2011-03-16,5,저금리(~2021),-2.46,-2.53,-2.57,-2.57,
2011-03-17,5,저금리(~2021),-3.6,-3.68,-3.79,-3.79,
2011-03-18,5,저금리(~2021),-3.7,-3.9,-4.01,-4.01,
2011-03-21,5,저금리(~2021),-2.96,-3.12,-3.18,-3.18,
2011-03-22,5,저금리(~2021),-3.29,-3.28,-3.35,-3.35,
2011-03-23,5,저금리(~2021),-4.2,-4.26,-4.4,-4.4,
2011-03-24,5,저금리(~2021),-3.08,-3.85,-3.96,-3.96,
2011-03-25,5,저금리(~2021),-2.78,-3.03,-3.11,-3.11,
2011-03-28,5,저금리(~2021),-2.78,-2.84,-2.9,-2.9,
