시작일,구간,시기,레버리지 ETF(%),선물 매일(%),선물 월 1회(%),선물 그대로(%),제외 사유
2022-10-17,5,고금리(2022~),-4.29,-5.35,-4.58,-4.58,
2022-10-18,5,고금리(2022~),1.24,1.95,2.59,2.59,
2022-10-19,5,고금리(2022~),-0.97,-1.75,-1.22,-1.22,
2022-10-20,5,고금리(2022~),-9.52,-9.48,-9.66,-9.66,
2022-10-21,5,고금리(2022~),-7.24,-7.35,-7.18,-7.18,
2022-10-24,5,고금리(2022~),-3.43,-2.7,-2.53,-2.53,
2022-10-25,5,고금리(2022~),-3.81,-3.33,-3.19,-3.19,
2022-10-26,5,고금리(2022~),-3.08,-2.98,-2.83,-2.83,
2022-10-27,5,고금리(2022~),4.19,4.35,4.4,4.4,
2022-10-28,5,고금리(2022~),1.5,1.19,1.33,1.33,
2022-10-31,5,고금리(2022~),2.33,1.01,1.15,1.15,
2022-11-01,5,고금리(2022~),-2.85,-4.17,-3.97,-3.97,
2022-11-02,5,고금리(2022~),-3.79,-3.61,-3.37,-3.37,
2022-11-03,5,고금리(2022~),-2.86,-2.82,-2.49,-2.49,
2022-11-04,5,고금리(2022~),-14.84,-13.6,-13.65,-13.65,
2022-11-07,5,고금리(2022~),-10.64,-9.92,-9.29,-9.29,
2022-11-08,5,고금리(2022~),-11.98,-12.32,-11.88,-11.88,
2022-11-09,5,고금리(2022~),-11.32,-11.59,-10.99,-10.99,
2022-11-10,5,고금리(2022~),-12.94,-13.67,-13.63,-13.63,
2022-11-11,5,고금리(2022~),1.49,0.03,0.57,0.57,
2022-11-14,5,고금리(2022~),3.71,3.75,4.35,4.35,
2022-11-15,5,고금리(2022~),13.51,14.91,13.75,13.75,
2022-11-16,5,고금리(2022~),6.26,6.14,6.43,6.43,
2022-11-17,5,고금리(2022~),0.74,0.46,1.11,1.11,
2022-11-18,5,고금리(2022~),0.81,0.6,1.25,1.25,
2022-11-21,5,고금리(2022~),0.89,0.18,0.8,0.8,
2022-11-22,5,고금리(2022~),-5.31,-6.09,-5.68,-5.68,
2022-11-23,5,고금리(2022~),-0.29,-0.27,0.15,0.15,
2022-11-24,5,고금리(2022~),-0.94,-0.73,-0.28,-0.28,
2022-11-25,5,고금리(2022~),0.95,1.5,2.06,2.06,
2022-11-28,5,고금리(2022~),-4.91,-4.61,-4.32,-4.32,
2022-11-29,5,고금리(2022~),3.25,3.44,3.82,3.82,
2022-11-30,5,고금리(2022~),3.6,4.03,4.38,4.38,
2022-12-01,5,고금리(2022~),8.09,9.25,8.99,8.99,
2022-12-02,5,고금리(2022~),1.21,2.87,2.98,2.98,
2022-12-05,5,고금리(2022~),5.55,7.15,6.98,6.98,
2022-12-06,5,고금리(2022~),0.31,1.43,1.49,1.49,
2022-12-07,5,고금리(2022~),-4.45,-2.38,-2.28,-2.28,
2022-12-08,5,고금리(2022~),-0.83,-0.54,-0.35,-0.35,
2022-12-09,5,고금리(2022~),4.01,3.59,3.74,3.74,
2022-12-12,5,고금리(2022~),0.57,0.48,0.69,0.69,
2022-12-13,5,고금리(2022~),6.07,6.48,6.52,6.52,
2022-12-14,5,고금리(2022~),9.31,7.56,7.46,7.46,
2022-12-15,5,고금리(2022~),-0.06,0.13,0.55,0.55,
2022-12-16,5,고금리(2022~),5.03,5.3,5.93,5.93,
2022-12-19,5,고금리(2022~),2.02,1.45,2.41,2.41,
2022-12-20,5,고금리(2022~),-5.53,-6.13,-5.49,-5.49,
2022-12-21,5,고금리(2022~),1.45,1.53,2.62,2.62,
2022-12-22,5,고금리(2022~),10.91,10.94,11.17,11.17,
2022-12-23,5,고금리(2022~),4.79,4.64,5.11,5.11,
2022-12-26,5,고금리(2022~),7.38,7.89,7.95,7.95,
2022-12-27,5,고금리(2022~),9.18,10.16,9.87,9.87,
2022-12-28,5,고금리(2022~),5.38,6.2,6.15,6.15,
2022-12-29,5,고금리(2022~),-2.51,-2.27,-2.1,-2.1,
2023-01-02,5,고금리(2022~),-7.98,-7.97,-8.18,-8.18,
2023-01-03,5,고금리(2022~),-3.36,-3.35,-3.07,-3.07,
2023-01-04,5,고금리(2022~),-6.67,-7.05,-6.88,-6.88,
2023-01-05,5,고금리(2022~),-9.19,-9.3,-9.47,-9.47,
2023-01-06,5,고금리(2022~),-4.65,-4.92,-4.7,-4.7,
2023-01-09,5,고금리(2022~),-2.37,-2.95,-2.7,-2.7,
2023-01-10,5,고금리(2022~),-2.36,-3.0,-2.75,-2.75,
2023-01-11,5,고금리(2022~),1.79,1.18,1.3,1.3,
2023-01-12,5,고금리(2022~),2.16,1.75,1.86,1.86,
2023-01-13,5,고금리(2022~),0.53,-0.3,-0.16,-0.16,
2023-01-16,5,고금리(2022~),-2.63,-2.58,-2.39,-2.39,
2023-01-17,5,고금리(2022~),-9.03,-8.86,-9.28,-9.28,
2023-01-18,5,고금리(2022~),-8.25,-7.43,-7.65,-7.65,
2023-01-19,5,고금리(2022~),-6.13,-6.39,-6.48,-6.48,
2023-01-20,5,고금리(2022~),-5.96,-5.38,-5.39,-5.39,
2023-01-25,5,고금리(2022~),-5.72,-6.16,-6.19,-6.19,
2023-01-26,5,고금리(2022~),-7.17,-7.18,-7.26,-7.26,
2023-01-27,5,고금리(2022~),-7.89,-8.45,-8.69,-8.69,
2023-01-30,5,고금리(2022~),-7.53,-7.43,-7.51,-7.51,
2023-01-31,5,고금리(2022~),-11.34,-11.62,-12.18,-12.18,
2023-02-01,5,고금리(2022~),-9.37,-8.56,-8.77,-8.77,
2023-02-02,5,고금리(2022~),-7.66,-7.47,-7.6,-7.6,
2023-02-03,5,고금리(2022~),-4.64,-5.09,-4.95,-4.95,
2023-02-06,5,고금리(2022~),-6.78,-7.47,-7.61,-7.61,
2023-02-07,5,고금리(2022~),-4.89,-5.16,-5.21,-5.21,
2023-02-08,5,고금리(2022~),0.85,-0.08,0.16,0.16,
2023-02-09,5,고금리(2022~),-4.95,-5.43,-4.95,-4.95,
2023-02-10,5,고금리(2022~),-3.47,-3.34,-2.62,-2.62,
2023-02-13,5,고금리(2022~),-9.18,-9.22,-8.77,-8.77,
2023-02-14,5,고금리(2022~),-7.83,-7.83,-7.23,-7.23,
2023-02-15,5,고금리(2022~),-6.4,-5.83,-4.84,-4.84,
2023-02-16,5,고금리(2022~),0.81,0.83,1.55,1.55,
2023-02-17,5,고금리(2022~),-1.37,-1.18,-0.56,-0.56,
2023-02-20,5,고금리(2022~),4.42,4.59,4.77,4.77,
2023-02-21,5,고금리(2022~),1.48,0.98,1.44,1.44,
2023-02-22,5,고금리(2022~),-0.94,-0.84,-0.52,-0.52,
2023-02-23,5,고금리(2022~),-5.82,-5.95,-5.56,-5.56,
2023-02-24,5,고금리(2022~),-11.79,-12.43,-12.86,-12.86,
2023-02-27,5,고금리(2022~),-11.33,-10.9,-11.03,-11.03,
2023-02-28,5,고금리(2022~),-7.1,-6.76,-6.43,-6.43,
2023-03-02,5,고금리(2022~),-8.0,-8.86,-8.9,-8.9,
2023-03-03,5,고금리(2022~),3.21,3.2,3.56,3.56,
2023-03-06,5,고금리(2022~),5.18,5.59,5.67,5.67,
2023-03-07,5,고금리(2022~),13.14,13.13,12.71,12.71,
2023-03-08,5,고금리(2022~),4.91,4.53,5.58,5.58,
2023-03-09,5,고금리(2022~),3.87,4.34,5.4,5.4,
2023-03-10,5,고금리(2022~),-5.02,-5.41,-4.47,-4.47,
2023-03-13,5,고금리(2022~),-2.81,-1.92,-0.86,-0.86,
2023-03-14,5,고금리(2022~),-9.86,-10.61,-10.89,-10.89,
2023-03-15,5,고금리(2022~),-6.59,-6.53,-6.6,-6.6,
2023-03-16,5,고금리(2022~),-7.19,-7.23,-7.39,-7.39,
2023-03-17,5,고금리(2022~),-5.75,-5.95,-6.05,-6.05,
2023-03-20,5,고금리(2022~),-6.18,-7.45,-7.71,-7.71,
2023-03-21,5,고금리(2022~),-6.46,-6.11,-6.24,-6.24,
2023-03-22,5,고금리(2022~),-6.36,-6.28,-6.42,-6.42,
2023-03-23,5,고금리(2022~),-8.77,-9.31,-9.8,-9.8,
2023-03-24,5,고금리(2022~),-8.2,-7.37,-7.65,-7.65,
2023-03-27,5,고금리(2022~),-7.98,-8.09,-8.45,-8.45,
2023-03-28,5,고금리(2022~),-7.8,-7.8,-8.12,-8.12,
2023-03-29,5,고금리(2022~),-9.42,-10.0,-10.48,-10.48,
2023-03-30,5,고금리(2022~),-5.97,-6.26,-6.26,-6.26,
2023-03-31,5,고금리(2022~),-10.43,-10.97,-11.38,-11.38,
2023-04-03,5,고금리(2022~),-14.82,-15.22,-16.3,-16.3,
2023-04-04,5,고금리(2022~),-17.56,-17.95,-19.81,-19.81,
2023-04-05,5,고금리(2022~),-9.63,-8.85,-8.65,-8.65,
2023-04-06,5,고금리(2022~),-10.65,-10.29,-10.33,-10.33,
2023-04-07,5,고금리(2022~),-7.99,-7.18,-7.0,-7.0,
2023-04-10,5,고금리(2022~),-2.64,-1.68,-1.42,-1.42,
2023-04-11,5,고금리(2022~),1.23,1.14,1.34,1.34,
2023-04-12,5,고금리(2022~),-1.39,-1.8,-1.75,-1.75,
2023-04-13,5,고금리(2022~),4.81,4.43,4.65,4.65,
2023-04-14,5,고금리(2022~),12.82,11.99,11.45,11.45,
2023-04-17,5,고금리(2022~),17.21,16.93,15.57,15.57,
2023-04-18,5,고금리(2022~),19.83,21.09,18.84,18.84,
2023-04-19,5,고금리(2022~),18.4,18.4,16.78,16.78,
2023-04-20,5,고금리(2022~),2.81,2.42,3.2,3.2,
2023-04-21,5,고금리(2022~),-0.88,-0.39,0.31,0.31,
2023-04-24,5,고금리(2022~),-7.46,-7.6,-7.33,-7.33,
2023-04-25,5,고금리(2022~),-4.69,-5.3,-4.61,-4.61,
2023-04-26,5,고금리(2022~),-6.1,-6.01,-5.36,-5.36,
2023-04-27,5,고금리(2022~),3.03,4.05,4.36,4.36,
2023-04-28,5,고금리(2022~),4.94,4.64,4.92,4.92,
2023-05-02,5,고금리(2022~),10.51,10.64,10.21,10.21,
2023-05-03,5,고금리(2022~),7.77,8.45,8.15,8.15,
2023-05-04,5,고금리(2022~),9.33,8.84,8.48,8.48,
2023-05-08,5,고금리(2022~),9.34,7.97,7.7,7.7,
2023-05-09,5,고금리(2022~),4.76,3.77,3.83,3.83,
2023-05-10,5,고금리(2022~),-3.19,-3.5,-3.21,-3.21,
2023-05-11,5,고금리(2022~),-5.28,-5.49,-5.43,-5.43,
2023-05-12,5,고금리(2022~),-6.7,-6.59,-6.61,-6.61,
2023-05-15,5,고금리(2022~),-11.1,-10.31,-10.79,-10.79,
2023-05-16,5,고금리(2022~),-11.65,-11.6,-12.26,-12.26,
2023-05-17,5,고금리(2022~),-5.01,-4.57,-4.49,-4.49,
2023-05-18,5,고금리(2022~),-3.31,-4.13,-4.0,-4.0,
2023-05-19,5,고금리(2022~),-1.48,-1.53,-1.32,-1.32,
2023-05-22,5,고금리(2022~),-1.14,-1.67,-1.46,-1.46,
2023-05-23,5,고금리(2022~),-0.66,0.13,0.29,0.29,
2023-05-24,5,고금리(2022~),-3.77,-3.7,-3.65,-3.65,
2023-05-25,5,고금리(2022~),-6.89,-6.52,-6.73,-6.73,
2023-05-26,5,고금리(2022~),-7.0,-6.66,-6.89,-6.89,
2023-05-30,5,고금리(2022~),-7.42,-7.69,-7.97,-7.97,
2023-05-31,5,고금리(2022~),-3.28,-4.59,-4.56,-4.56,
2023-06-01,5,고금리(2022~),-5.48,-7.35,-7.44,-7.44,
2023-06-02,5,고금리(2022~),-5.41,-7.37,-7.46,-7.46,
2023-06-05,5,고금리(2022~),-9.2,-11.06,-11.62,-11.62,
2023-06-07,5,고금리(2022~),1.46,1.15,2.02,2.02,
2023-06-08,5,고금리(2022~),-1.8,-1.98,-1.13,-1.13,
2023-06-09,5,고금리(2022~),-0.83,-1.69,-0.85,-0.85,
2023-06-12,5,고금리(2022~),-0.72,-0.67,0.18,0.18,
2023-06-13,5,고금리(2022~),4.72,5.82,6.34,6.34,
2023-06-14,5,고금리(2022~),0.8,0.35,0.63,0.63,
2023-06-15,5,고금리(2022~),0.81,0.08,0.37,0.37,
2023-06-16,5,고금리(2022~),4.62,6.09,5.99,5.99,
2023-06-19,5,고금리(2022~),3.86,4.3,4.35,4.35,
2023-06-20,5,고금리(2022~),4.67,3.25,3.32,3.32,
2023-06-21,5,고금리(2022~),3.34,3.26,3.33,3.33,
2023-06-22,5,고금리(2022~),4.71,5.27,5.2,5.2,
2023-06-23,5,고금리(2022~),0.9,0.23,0.44,0.44,
2023-06-26,5,고금리(2022~),-5.65,-5.57,-5.21,-5.21,
2023-06-27,5,고금리(2022~),-7.19,-5.54,-5.18,-5.18,
2023-06-28,5,고금리(2022~),-10.91,-9.89,-10.15,-10.15,
2023-06-29,5,고금리(2022~),-6.59,-7.51,-7.36,-7.36,
2023-06-30,5,고금리(2022~),-3.53,-2.8,-2.33,-2.33,
2023-07-03,5,고금리(2022~),7.07,6.9,6.7,6.7,
2023-07-04,5,고금리(2022~),0.06,-0.72,-0.35,-0.35,
2023-07-05,5,고금리(2022~),2.24,0.66,1.01,1.01,
2023-07-06,5,고금리(2022~),-5.25,-4.58,-4.4,-4.4,
2023-07-07,5,고금리(2022~),-7.43,-8.06,-8.21,-8.21,
2023-07-10,5,고금리(2022~),-9.8,-9.59,-10.0,-10.0,
2023-07-11,5,고금리(2022~),-10.23,-12.24,-12.83,-12.83,
2023-07-12,5,고금리(2022~),-15.86,-16.29,-17.73,-17.73,
2023-07-13,5,고금리(2022~),-14.55,-14.74,-15.79,-15.79,
2023-07-14,5,고금리(2022~),-14.58,-14.71,-15.75,-15.75,
2023-07-17,5,고금리(2022~),-16.18,-16.32,-17.8,-17.8,
2023-07-18,5,고금리(2022~),-16.44,-15.68,-17.07,-17.07,
2023-07-19,5,고금리(2022~),-3.94,-2.65,-1.43,-1.43,
2023-07-20,5,고금리(2022~),4.12,5.16,6.57,6.57,
2023-07-21,5,고금리(2022~),-1.73,-1.62,0.53,0.53,
2023-07-24,5,고금리(2022~),-6.55,-7.4,-5.19,-5.19,
2023-07-25,5,고금리(2022~),0.75,1.81,3.88,3.88,
2023-07-26,5,고금리(2022~),1.25,1.34,3.36,3.36,
2023-07-27,5,고금리(2022~),-10.97,-12.57,-11.7,-11.7,
2023-07-28,5,고금리(2022~),-1.48,-1.48,0.09,0.09,
2023-07-31,5,고금리(2022~),14.18,15.36,15.38,15.38,
2023-08-01,5,고금리(2022~),13.39,13.46,13.82,13.82,
2023-08-02,5,고금리(2022~),-0.89,-2.26,-1.02,-1.02,
2023-08-03,5,고금리(2022~),4.37,5.71,6.3,6.3,
2023-08-04,5,고금리(2022~),4.14,4.17,4.82,4.82,
2023-08-07,5,고금리(2022~),0.0,0.08,0.48,0.48,
2023-08-08,5,고금리(2022~),5.15,5.01,5.38,5.38,
2023-08-09,5,고금리(2022~),5.55,5.77,6.02,6.02,
2023-08-10,5,고금리(2022~),9.15,9.56,9.51,9.51,
2023-08-11,5,고금리(2022~),2.26,2.13,2.89,2.89,
2023-08-14,5,고금리(2022~),-3.5,-4.35,-3.77,-3.77,
2023-08-16,5,고금리(2022~),-4.52,-4.93,-4.44,-4.44,
2023-08-17,5,고금리(2022~),-4.8,-5.05,-4.55,-4.55,
2023-08-18,5,고금리(2022~),-7.23,-8.12,-8.06,-8.06,
2023-08-21,5,고금리(2022~),-4.22,-4.9,-4.69,-4.69,
2023-08-22,5,고금리(2022~),-2.81,-2.54,-2.24,-2.24,
2023-08-23,5,고금리(2022~),-7.75,-6.99,-7.15,-7.15,
2023-08-24,5,고금리(2022~),-3.04,-2.75,-2.77,-2.77,
2023-08-25,5,고금리(2022~),-0.21,-0.07,0.04,0.04,
2023-08-28,5,고금리(2022~),2.24,2.85,2.88,2.88,
2023-08-29,5,고금리(2022~),4.23,4.43,4.39,4.39,
2023-08-30,5,고금리(2022~),7.48,6.74,6.54,6.54,
2023-08-31,5,고금리(2022~),10.89,10.92,10.28,10.28,
2023-09-01,5,고금리(2022~),5.11,4.09,4.16,4.16,
2023-09-04,5,고금리(2022~),5.41,5.47,5.48,5.48,
2023-09-05,5,고금리(2022~),6.15,5.71,5.7,5.7,
2023-09-06,5,고금리(2022~),7.29,7.23,7.14,7.14,
2023-09-07,5,고금리(2022~),-0.19,0.89,1.15,1.15,
2023-09-08,5,고금리(2022~),2.24,4.68,4.71,4.71,
2023-09-11,5,고금리(2022~),2.66,3.5,3.58,3.58,
2023-09-12,5,고금리(2022~),1.97,2.27,2.38,2.38,
2023-09-13,5,고금리(2022~),-2.35,-2.73,-2.67,-2.67,
2023-09-14,5,고금리(2022~),6.37,6.21,6.24,6.24,
2023-09-15,5,고금리(2022~),6.69,5.8,5.86,5.86,
2023-09-18,5,고금리(2022~),9.17,8.86,8.71,8.71,
2023-09-19,5,고금리(2022~),10.67,11.75,11.28,11.28,
2023-09-20,5,고금리(2022~),8.73,9.11,9.11,9.11,
2023-09-21,5,고금리(2022~),12.7,12.36,12.22,12.22,
2023-09-22,5,고금리(2022~),13.14,12.36,12.23,12.23,
2023-09-25,5,고금리(2022~),5.39,5.41,6.06,6.06,
2023-09-26,5,고금리(2022~),8.4,7.82,8.39,8.39,
2023-09-27,5,고금리(2022~),4.6,4.79,5.86,5.86,
2023-10-04,5,고금리(2022~),-8.74,-9.51,-9.28,-9.28,
2023-10-05,5,고금리(2022~),-6.18,-5.77,-4.95,-4.95,
2023-10-06,5,고금리(2022~),-1.37,-1.23,-0.19,-0.19,
2023-10-10,5,고금리(2022~),-8.38,-8.65,-8.37,-8.37,
2023-10-11,5,고금리(2022~),1.06,1.99,2.53,2.53,
2023-10-12,5,고금리(2022~),12.99,13.4,12.65,12.65,
2023-10-13,5,고금리(2022~),13.23,13.65,12.86,12.86,
2023-10-16,5,고금리(2022~),12.1,11.36,10.91,10.91,
2023-10-17,5,고금리(2022~),6.81,6.07,6.57,6.57,
2023-10-18,5,고금리(2022~),9.96,9.7,10.07,10.07,
2023-10-19,5,고금리(2022~),11.97,12.16,12.36,12.36,
2023-10-20,5,고금리(2022~),5.37,4.59,5.59,5.59,
2023-10-23,5,고금리(2022~),2.49,2.3,3.46,3.46,
2023-10-24,5,고금리(2022~),17.07,17.36,16.47,16.47,
2023-10-25,5,고금리(2022~),10.41,9.92,10.0,10.0,
2023-10-26,5,고금리(2022~),-8.6,-8.03,-7.25,-7.25,
2023-10-27,5,고금리(2022~),-7.47,-7.98,-7.19,-7.19,
2023-10-30,5,고금리(2022~),-31.88,-33.34,-34.92,-34.92,
2023-10-31,5,고금리(2022~),-30.84,-30.94,-30.25,-30.25,
2023-11-01,5,고금리(2022~),-27.38,-27.12,-23.83,-23.83,
2023-11-02,5,고금리(2022~),-17.29,-17.33,-11.01,-11.01,
2023-11-03,5,고금리(2022~),-12.76,-11.74,-4.15,-4.15,
2023-11-06,5,고금리(2022~),24.79,28.74,24.91,24.91,
2023-11-07,5,고금리(2022~),8.47,8.64,8.93,8.93,
2023-11-08,5,고금리(2022~),-0.5,-1.9,-1.21,-1.21,
2023-11-09,5,고금리(2022~),-1.41,-2.55,-1.9,-1.9,
2023-11-10,5,고금리(2022~),-1.47,-1.57,-0.82,-0.82,
2023-11-13,5,고금리(2022~),-9.3,-10.21,-10.12,-10.12,
2023-11-14,5,고금리(2022~),-4.18,-3.16,-2.67,-2.67,
2023-11-15,5,고금리(2022~),0.94,1.69,2.1,2.1,
2023-11-16,5,고금리(2022~),-0.69,-0.11,0.33,0.33,
2023-11-17,5,고금리(2022~),-3.05,-3.42,-3.25,-3.25,
2023-11-20,5,고금리(2022~),2.83,3.2,3.16,3.16,
2023-11-21,5,고금리(2022~),0.63,-0.7,-0.59,-0.59,
2023-11-22,5,고금리(2022~),-2.86,-2.9,-2.84,-2.84,
2023-11-23,5,고금리(2022~),-4.52,-5.14,-5.15,-5.15,
2023-11-24,5,고금리(2022~),-5.37,-5.46,-5.5,-5.5,
2023-11-27,5,고금리(2022~),-6.49,-7.13,-7.34,-7.34,
2023-11-28,5,고금리(2022~),-0.38,0.53,0.81,0.81,
2023-11-29,5,고금리(2022~),-0.58,-0.51,-0.2,-0.2,
2023-11-30,5,고금리(2022~),4.27,5.26,5.35,5.35,
2023-12-01,5,고금리(2022~),-2.61,-3.04,-2.47,-2.47,
2023-12-04,5,고금리(2022~),-3.86,-3.93,-3.39,-3.39,
2023-12-05,5,고금리(2022~),-8.51,-9.11,-9.29,-9.29,
2023-12-06,5,고금리(2022~),-3.73,-4.51,-4.2,-4.2,
2023-12-07,5,고금리(2022~),-9.39,-9.19,-9.39,-9.39,
2023-12-08,5,고금리(2022~),-4.55,-2.24,-2.17,-2.17,
2023-12-11,5,고금리(2022~),-6.26,-4.1,-4.04,-4.04,
2023-12-12,5,고금리(2022~),-7.78,-6.05,-6.09,-6.09,
2023-12-13,5,고금리(2022~),-11.3,-8.8,-9.21,-9.21,
2023-12-14,5,고금리(2022~),-6.4,-4.64,-4.61,-4.61,
2023-12-15,5,고금리(2022~),-3.65,-2.97,-2.81,-2.81,
2023-12-18,5,고금리(2022~),1.74,1.62,1.74,1.74,
2023-12-19,5,고금리(2022~),0.52,0.23,0.43,0.43,
2023-12-20,5,고금리(2022~),-0.75,-1.22,-0.99,-0.99,
2023-12-21,5,고금리(2022~),-3.42,-3.22,-3.09,-3.09,
2023-12-22,5,고금리(2022~),-1.38,-2.31,-2.1,-2.1,
2023-12-26,5,고금리(2022~),-1.78,-1.57,-1.33,-1.33,
2023-12-27,5,고금리(2022~),-1.34,-1.11,-0.88,-0.88,
2023-12-28,5,고금리(2022~),1.06,2.32,2.49,2.49,
2024-01-02,5,고금리(2022~),1.31,0.08,0.33,0.33,
2024-01-03,5,고금리(2022~),-0.15,0.77,1.04,1.04,
2024-01-04,5,고금리(2022~),-4.14,-3.62,-3.4,-3.4,
2024-01-05,5,고금리(2022~),3.16,3.75,3.95,3.95,
2024-01-08,5,고금리(2022~),6.09,5.85,5.97,5.97,
2024-01-09,5,고금리(2022~),8.59,8.55,8.37,8.37,
2024-01-10,5,고금리(2022~),10.65,10.06,9.77,9.77,
2024-01-11,5,고금리(2022~),11.98,11.15,10.68,10.68,
2024-01-12,5,고금리(2022~),9.2,9.73,9.4,9.4,
2024-01-15,5,고금리(2022~),8.85,8.39,8.19,8.19,
2024-01-16,5,고금리(2022~),7.28,6.98,6.93,6.93,
2024-01-17,5,고금리(2022~),3.81,4.91,4.91,4.91,
2024-01-18,5,고금리(2022~),8.26,9.51,9.08,9.08,
2024-01-19,5,고금리(2022~),0.94,0.2,0.68,0.68,
2024-01-22,5,고금리(2022~),2.34,2.8,3.34,3.34,
2024-01-23,5,고금리(2022~),1.7,2.04,2.63,2.63,
2024-01-24,5,고금리(2022~),5.47,4.64,5.27,5.27,
2024-01-25,5,고금리(2022~),1.13,-0.54,0.25,0.25,
2024-01-26,5,고금리(2022~),1.46,1.17,1.81,1.81,
2024-01-29,5,고금리(2022~),0.25,-0.42,0.14,0.14,
2024-01-30,5,고금리(2022~),2.18,2.69,3.18,3.18,
2024-01-31,5,고금리(2022~),-4.95,-5.8,-5.7,-5.7,
2024-02-01,5,고금리(2022~),-8.47,-8.42,-8.46,-8.46,
2024-02-02,5,고금리(2022~),-7.64,-7.65,-7.64,-7.64,
2024-02-05,5,고금리(2022~),-11.22,-11.73,-12.44,-12.44,
2024-02-06,5,고금리(2022~),-13.06,-13.9,-15.1,-15.1,
2024-02-07,5,고금리(2022~),-11.5,-11.06,-11.7,-11.7,
2024-02-08,5,고금리(2022~),-7.5,-7.03,-7.27,-7.27,
2024-02-13,5,고금리(2022~),-4.59,-4.47,-4.58,-4.58,
2024-02-14,5,고금리(2022~),-4.14,-3.51,-3.58,-3.58,
2024-02-15,5,고금리(2022~),-4.48,-3.36,-3.42,-3.42,
2024-02-16,5,고금리(2022~),-4.28,-5.22,-5.38,-5.38,
2024-02-19,5,고금리(2022~),-4.89,-4.95,-5.1,-5.1,
2024-02-20,5,고금리(2022~),-0.07,-0.09,0.04,0.04,
2024-02-21,5,고금리(2022~),-2.98,-3.75,-3.59,-3.59,
2024-02-22,5,고금리(2022~),-3.17,-4.25,-4.11,-4.11,
2024-02-23,5,고금리(2022~),-6.29,-5.65,-5.56,-5.56,
2024-02-26,5,고금리(2022~),-4.07,-3.42,-3.15,-3.15,
2024-02-27,5,고금리(2022~),-8.23,-8.57,-8.88,-8.88,
2024-02-28,5,고금리(2022~),-3.46,-2.81,-2.7,-2.7,
2024-02-29,5,고금리(2022~),-6.09,-6.12,-6.08,-6.08,
2024-03-04,5,고금리(2022~),-3.56,-3.35,-3.18,-3.18,
2024-03-05,5,고금리(2022~),-9.13,-10.13,-10.49,-10.49,
2024-03-06,5,고금리(2022~),-7.92,-7.68,-7.7,-7.7,
2024-03-07,5,고금리(2022~),-9.07,-9.11,-9.35,-9.35,
2024-03-08,5,고금리(2022~),-2.74,-1.62,-1.34,-1.34,
2024-03-11,5,고금리(2022~),-5.62,-5.55,-5.35,-5.35,
2024-03-12,5,고금리(2022~),-0.97,-0.03,0.18,0.18,
2024-03-13,5,고금리(2022~),-0.96,-0.45,-0.26,-0.26,
2024-03-14,5,고금리(2022~),-5.6,-5.48,-5.34,-5.34,
2024-03-15,5,고금리(2022~),-7.86,-7.64,-7.78,-7.78,
2024-03-18,5,고금리(2022~),-8.18,-8.13,-8.3,-8.3,
2024-03-19,5,고금리(2022~),-9.25,-10.14,-10.58,-10.58,
2024-03-20,5,고금리(2022~),-8.15,-8.29,-8.41,-8.41,
2024-03-21,5,고금리(2022~),-3.15,-2.77,-2.57,-2.57,
2024-03-22,5,고금리(2022~),-0.93,-1.63,-1.38,-1.38,
2024-03-25,5,고금리(2022~),2.9,3.01,3.05,3.05,
2024-03-26,5,고금리(2022~),10.88,12.05,11.43,11.43,
2024-03-27,5,고금리(2022~),13.11,12.96,12.23,12.23,
2024-03-28,5,고금리(2022~),11.87,10.98,10.55,10.55,
2024-03-29,5,고금리(2022~),13.01,14.44,13.59,13.59,
2024-04-01,5,고금리(2022~),15.15,15.5,14.45,14.45,
2024-04-02,5,고금리(2022~),8.31,7.67,7.52,7.52,
2024-04-03,5,고금리(2022~),4.6,5.24,5.24,5.24,
2024-04-04,5,고금리(2022~),5.47,5.21,5.21,5.21,
2024-04-05,5,고금리(2022~),2.9,1.82,1.83,1.83,
2024-04-08,5,고금리(2022~),6.05,5.6,5.55,5.55,
2024-04-09,5,고금리(2022~),7.51,8.13,7.86,7.86,
2024-04-11,5,고금리(2022~),0.65,-0.27,0.28,0.28,
2024-04-12,5,고금리(2022~),2.68,3.82,4.32,4.32,
2024-04-15,5,고금리(2022~),-0.32,-1.33,-0.64,-0.64,
2024-04-16,5,고금리(2022~),-4.55,-5.33,-4.99,-4.99,
2024-04-17,5,고금리(2022~),-10.4,-11.06,-11.35,-11.35,
2024-04-18,5,고금리(2022~),-1.94,-1.59,-1.22,-1.22,
2024-04-19,5,고금리(2022~),-5.21,-5.65,-5.57,-5.57,
2024-04-22,5,고금리(2022~),-5.9,-5.41,-5.32,-5.32,
2024-04-23,5,고금리(2022~),-5.81,-5.43,-5.34,-5.34,
2024-04-24,5,고금리(2022~),-0.17,0.37,0.54,0.54,
2024-04-25,5,고금리(2022~),-1.9,-2.72,-2.67,-2.67,
2024-04-26,5,고금리(2022~),-1.83,-2.47,-2.42,-2.42,
2024-04-29,5,고금리(2022~),0.94,0.84,0.86,0.86,
2024-04-30,5,고금리(2022~),2.14,2.28,2.28,2.28,
2024-05-02,5,고금리(2022~),2.89,3.12,3.11,3.11,
2024-05-03,5,고금리(2022~),5.72,6.45,6.28,6.28,
2024-05-07,5,고금리(2022~),4.67,5.82,5.72,5.72,
