날짜,종가(원),집행가,범위 하단,범위 상단,재조정,활성 레벨,보유 슬롯,매수,매도,자금부족,매수 투입액,상한 발동,연장 레벨,보유 투입액,거래비용,RP금리(%),파킹금리(%),RP이자,파킹이자,미인출이자,원천징수,매매과세,원화현금,달러 평가액,총자산
2005-03-10,1000.3,1000.3,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.09,3.25,286.0,8473.0,70091.0,0.0,0.0,95160824.0,5001498.0,100232412.0
2005-03-11,1000.3,1000.3,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.1,3.25,288.0,8473.0,78852.0,0.0,0.0,95160824.0,5001498.0,100241173.0
2005-03-14,1000.8,1000.8,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.15,3.25,884.0,25420.0,105157.0,0.0,0.0,95160824.0,5003998.0,100269978.0
2005-03-15,1003.8,1003.8,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.15,3.25,296.0,8473.0,113936.0,0.0,0.0,95160824.0,5018998.0,100293758.0
2005-03-16,1003.8,1003.8,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.14,3.25,294.0,8473.0,122704.0,0.0,0.0,95160824.0,5018998.0,100302525.0
2005-03-17,1000.7,1000.7,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.13,3.25,292.0,8473.0,131456.0,0.0,0.0,95160824.0,5003498.0,100295778.0
2005-03-18,1004.9,1004.9,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.15,3.25,296.0,8473.0,140244.0,0.0,0.0,95160824.0,5024498.0,100325565.0
2005-03-21,1009.1,1009.1,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.2,3.25,912.0,25420.0,166595.0,0.0,0.0,95160824.0,5045498.0,100372917.0
2005-03-22,1009.4,1009.4,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.23,3.25,308.0,8473.0,175378.0,0.0,0.0,95160824.0,5046998.0,100383200.0
2005-03-23,1008.6,1008.6,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.17,3.25,300.0,8473.0,184147.0,0.0,0.0,95160824.0,5042998.0,100387968.0
2005-03-24,1013.3,1013.3,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.18,3.25,303.0,8473.0,192952.0,0.0,0.0,95160824.0,5066498.0,100420273.0
2005-03-25,1014.4,1014.4,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.18,3.25,303.0,8473.0,201735.0,0.0,0.0,95160824.0,5071998.0,100434556.0
2005-03-28,1016.9,1016.9,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.19,3.25,915.0,25420.0,228087.0,0.0,0.0,95160824.0,5084498.0,100473408.0
2005-03-29,1019.1,1019.1,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.18,3.25,304.0,8473.0,236881.0,0.0,0.0,95160824.0,5095498.0,100493203.0
2005-03-30,1023.6,1023.6,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.17,3.24,304.0,8447.0,245668.0,0.0,0.0,95160824.0,5117998.0,100524490.0
2005-03-31,1015.5,1015.5,1020.5118,1322.715,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.13,3.24,296.0,8447.0,254345.0,0.0,0.0,95160824.0,5077498.0,100492666.0
2005-04-01,1008.0,1008.0,1008.0091,1317.5,True,33,1,0,0,0,0.0,0,0,5264975.0,7.0,2.14,3.24,295.0,8447.0,0.0,40506.0,0.0,95383334.0,5039998.0,100423332.0
2005-04-04,1013.6,1013.6,1008.0091,1317.5,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.15,3.24,896.0,25401.0,26296.0,0.0,0.0,95383334.0,5067998.0,100477629.0
2005-04-06,1013.5,1013.5,1008.0091,1317.5,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.11,3.24,586.0,16934.0,43816.0,0.0,0.0,95383334.0,5067498.0,100494648.0
2005-04-07,1012.5,1012.5,1008.0091,1317.5,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.11,3.24,293.0,8467.0,52574.0,0.0,0.0,95383334.0,5062498.0,100498406.0
2005-04-08,1015.1,1015.1,1008.0091,1317.5,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.13,3.23,296.0,8441.0,61316.0,0.0,0.0,95383334.0,5075498.0,100520148.0
2005-04-11,1015.0,1015.0,1008.0091,1317.5,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.11,3.23,880.0,25322.0,87518.0,0.0,0.0,95383334.0,5074998.0,100545850.0
2005-04-12,1013.5,1013.5,1008.0091,1317.5,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.11,3.23,293.0,8441.0,96247.0,0.0,0.0,95383334.0,5067498.0,100547079.0
2005-04-13,1011.5,1011.5,1008.0091,1317.5,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.12,3.23,294.0,8441.0,104975.0,0.0,0.0,95383334.0,5057498.0,100545808.0
2005-04-14,1016.3,1016.3,1008.0091,1317.5,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.12,3.23,295.0,8441.0,113728.0,0.0,0.0,95383334.0,5081498.0,100578560.0
2005-04-15,1022.5,1022.5,1008.0091,1317.5,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.13,3.22,298.0,8415.0,122464.0,0.0,0.0,95383334.0,5112498.0,100618297.0
2005-04-18,1019.7,1019.7,1008.0091,1317.5,False,33,1,0,0,0,0.0,0,0,5264975.0,0.0,2.25,3.21,943.0,25166.0,148561.0,0.0,0.0,95383334.0,5098498.0,100630394.0
2005-04-19,1013.9,1013.9,1008.0091,1317.5,False,33,2,1,0,0,4573185.0,0,0,9838160.0,8232.0,2.25,3.21,313.0,8389.0,157233.0,0.0,0.0,90810150.0,9634451.0,100601834.0
2005-04-20,1008.9,1008.9,1008.0091,1317.5,False,33,2,0,0,0,0.0,0,0,9838160.0,0.0,2.21,3.2,305.0,7961.0,165474.0,0.0,0.0,90810150.0,9586939.0,100562562.0
2005-04-21,1006.2,1006.2,1008.0091,1317.5,False,33,2,0,0,0,0.0,0,0,9838160.0,0.0,2.22,3.2,582.0,7961.0,174002.0,0.0,0.0,90810150.0,9561283.0,100545434.0
2005-04-22,1004.0,1004.0,1008.0091,1317.5,False,33,2,0,0,0,0.0,0,0,9838160.0,0.0,2.27,3.2,593.0,7961.0,182543.0,0.0,0.0,90810150.0,9540378.0,100533070.0
2005-04-25,998.9,998.9,1008.0091,1317.5,False,33,2,0,0,0,0.0,0,0,9838160.0,0.0,2.28,3.2,1779.0,23884.0,208171.0,0.0,0.0,90810150.0,9491915.0,100510236.0
2005-04-26,998.9,998.9,1008.0091,1317.5,False,33,2,0,0,0,0.0,0,0,9838160.0,0.0,2.26,3.2,588.0,7961.0,216720.0,0.0,0.0,90810150.0,9491915.0,100518785.0
2005-04-27,1002.8,1002.8,1008.0091,1317.5,False,33,2,0,0,0,0.0,0,0,9838160.0,0.0,2.23,3.19,582.0,7937.0,225275.0,0.0,0.0,90810150.0,9528975.0,100564399.0
2005-04-28,1002.6,1002.6,1008.0091,1317.5,False,33,2,0,0,0,0.0,0,0,9838160.0,0.0,2.22,3.19,579.0,7937.0,233789.0,0.0,0.0,90810150.0,9527074.0,100571013.0
2005-04-29,997.1,997.1,1008.0091,1317.5,False,33,2,0,0,0,0.0,0,0,9838160.0,0.0,2.24,3.18,581.0,7912.0,242225.0,0.0,0.0,90810150.0,9474811.0,100527186.0
2005-05-02,1001.2,1001.2,1008.0091,1261.4636,True,28,2,0,0,0,0.0,0,0,9838160.0,10.0,2.28,3.18,1783.0,23735.0,0.0,41239.0,0.0,91036688.0,9513771.0,100550459.0
2005-05-03,1002.3,1002.3,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.25,3.19,587.0,7956.0,8543.0,0.0,0.0,91036688.0,9524223.0,100569455.0
2005-05-04,999.8,999.8,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.21,3.19,575.0,7956.0,17074.0,0.0,0.0,91036688.0,9500468.0,100554229.0
2005-05-06,998.0,998.0,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.2,3.19,1143.0,15913.0,34127.0,0.0,0.0,91036688.0,9483363.0,100554179.0
2005-05-09,1000.8,1000.8,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.26,3.2,1767.0,23944.0,59844.0,0.0,0.0,91036688.0,9509970.0,100606502.0
2005-05-10,999.1,999.1,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.24,3.21,583.0,8006.0,68426.0,0.0,0.0,91036688.0,9493816.0,100598930.0
2005-05-11,1000.2,1000.2,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.21,3.21,575.0,8006.0,77013.0,0.0,0.0,91036688.0,9504269.0,100617970.0
2005-05-12,999.7,999.7,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.22,3.21,578.0,8006.0,85594.0,0.0,0.0,91036688.0,9499517.0,100621800.0
2005-05-13,1001.5,1001.5,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.16,3.21,563.0,8006.0,94174.0,0.0,0.0,91036688.0,9516622.0,100647484.0
2005-05-16,1009.0,1009.0,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.24,3.21,1765.0,24019.0,120006.0,0.0,0.0,91036688.0,9587889.0,100744583.0
2005-05-17,1004.5,1004.5,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.22,3.21,581.0,8006.0,128556.0,0.0,0.0,91036688.0,9545129.0,100710373.0
2005-05-18,1005.2,1005.2,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.2,3.21,576.0,8006.0,137144.0,0.0,0.0,91036688.0,9551780.0,100725613.0
2005-05-19,1005.0,1005.0,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.21,3.21,578.0,8006.0,145727.0,0.0,0.0,91036688.0,9549880.0,100732295.0
2005-05-20,1004.4,1004.4,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.23,3.21,583.0,8006.0,154310.0,0.0,0.0,91036688.0,9544178.0,100735177.0
2005-05-23,1004.4,1004.4,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.31,3.21,1812.0,24019.0,180141.0,0.0,0.0,91036688.0,9544178.0,100761008.0
2005-05-24,1000.7,1000.7,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.28,3.21,594.0,8006.0,188696.0,0.0,0.0,91036688.0,9509020.0,100734404.0
2005-05-25,1000.6,1000.6,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.29,3.21,597.0,8006.0,197298.0,0.0,0.0,91036688.0,9508069.0,100742055.0
2005-05-26,1001.7,1001.7,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.28,3.21,595.0,8006.0,205913.0,0.0,0.0,91036688.0,9518522.0,100761123.0
2005-05-27,1002.5,1002.5,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.3,3.22,600.0,8031.0,214556.0,0.0,0.0,91036688.0,9526124.0,100777368.0
2005-05-30,1002.5,1002.5,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.3,3.22,1801.0,24094.0,240450.0,0.0,0.0,91036688.0,9526124.0,100803262.0
2005-05-31,1007.7,1007.7,1008.0091,1261.4636,False,28,2,0,0,0,0.0,0,0,9838160.0,0.0,2.33,3.22,611.0,8031.0,249178.0,0.0,0.0,91036688.0,9575536.0,100861402.0
2005-06-01,1010.7,1010.7,1002.419,1240.75,True,27,2,0,0,0,0.0,0,0,9838160.0,14.0,2.31,3.22,608.0,8031.0,0.0,39712.0,0.0,91254830.0,9604043.0,100858874.0
2005-06-02,1012.8,1012.8,1002.419,1240.75,False,27,2,0,0,0,0.0,0,0,9838160.0,0.0,2.31,3.22,609.0,8050.0,8660.0,0.0,0.0,91254830.0,9623998.0,100887488.0
2005-06-03,1007.8,1007.8,1002.419,1240.75,False,27,3,1,0,0,5602699.0,0,0,15440859.0,10085.0,2.34,3.2,614.0,8000.0,17271.0,0.0,0.0,85652131.0,15169101.0,100838503.0
2005-06-07,1006.4,1006.4,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.36,3.21,3557.0,30131.0,50957.0,0.0,0.0,85652131.0,15148029.0,100851116.0
2005-06-08,1005.7,1005.7,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.36,3.2,979.0,7509.0,59441.0,0.0,0.0,85652131.0,15137492.0,100849065.0
2005-06-09,1004.2,1004.2,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.33,3.2,965.0,7509.0,67907.0,0.0,0.0,85652131.0,15114915.0,100834952.0
2005-06-10,1006.3,1006.3,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.34,3.2,971.0,7509.0,76401.0,0.0,0.0,85652131.0,15146523.0,100875055.0
2005-06-13,1012.2,1012.2,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.37,3.21,2968.0,22598.0,102012.0,0.0,0.0,85652131.0,15235328.0,100989471.0
2005-06-14,1013.5,1013.5,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.35,3.21,982.0,7533.0,110541.0,0.0,0.0,85652131.0,15254896.0,101017567.0
2005-06-15,1012.2,1012.2,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.34,3.22,977.0,7556.0,119058.0,0.0,0.0,85652131.0,15235328.0,101006518.0
2005-06-16,1014.2,1014.2,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.31,3.22,966.0,7556.0,127606.0,0.0,0.0,85652131.0,15265432.0,101045168.0
2005-06-17,1009.3,1009.3,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.32,3.22,966.0,7556.0,136062.0,0.0,0.0,85652131.0,15191679.0,100979871.0
2005-06-20,1008.2,1008.2,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.36,3.21,2944.0,22598.0,161587.0,0.0,0.0,85652131.0,15175122.0,100988840.0
2005-06-21,1013.5,1013.5,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.36,3.21,986.0,7533.0,170198.0,0.0,0.0,85652131.0,15254896.0,101077225.0
2005-06-22,1010.4,1010.4,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.37,3.22,987.0,7556.0,178685.0,0.0,0.0,85652131.0,15208235.0,101039051.0
2005-06-23,1010.6,1010.6,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.4,3.22,1000.0,7556.0,187245.0,0.0,0.0,85652131.0,15211246.0,101050622.0
2005-06-24,1012.6,1012.6,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.42,3.21,1011.0,7533.0,195829.0,0.0,0.0,85652131.0,15241349.0,101089309.0
2005-06-27,1012.3,1012.3,1002.419,1240.75,False,27,3,0,0,0,0.0,0,0,15440859.0,0.0,2.49,3.21,3118.0,22598.0,221539.0,0.0,0.0,85652131.0,15236834.0,101110504.0
2005-06-28,1021.1,1021.1,1002.419,1240.75,False,27,2,0,1,0,0.0,0,0,9838160.0,10200.0,2.48,3.21,1044.0,7533.0,230331.0,0.0,0.0,91308352.0,9702868.0,101241550.0
2005-06-29,1026.3,1026.3,1002.419,1240.75,False,27,1,0,1,0,0.0,0,0,5264975.0,8317.0,2.46,3.22,657.0,8055.0,239175.0,0.0,0.0,95920817.0,5131498.0,101291490.0
2005-06-30,1025.4,1025.4,1002.419,1240.75,False,27,1,0,0,0,0.0,0,0,5264975.0,0.0,2.46,3.24,346.0,8515.0,248012.0,0.0,0.0,95920817.0,5126998.0,101295826.0
2005-07-01,1031.5,1031.5,1002.419,1240.75,True,27,1,0,0,0,0.0,0,0,5264975.0,22.0,2.5,3.23,353.0,8488.0,0.0,39580.0,0.0,96138229.0,5157498.0,101295727.0
2005-07-04,1043.5,1043.5,1002.419,1240.75,False,27,1,0,0,0,0.0,0,0,5264975.0,0.0,2.5,3.24,1072.0,25602.0,26674.0,0.0,0.0,96138229.0,5217498.0,101382400.0
2005-07-05,1053.8,1053.8,1002.419,1240.75,False,27,1,0,0,0,0.0,0,0,5264975.0,0.0,2.55,3.23,368.0,8508.0,35560.0,0.0,0.0,96138229.0,5268998.0,101442787.0
2005-07-06,1047.8,1047.8,1002.419,1240.75,False,27,2,1,0,0,5634536.0,0,0,10899511.0,10142.0,2.52,3.23,362.0,8508.0,44421.0,0.0,0.0,90503693.0,10863392.0,101411505.0
2005-07-07,1052.7,1052.7,1002.419,1240.75,False,27,2,0,0,0,0.0,0,0,10899511.0,0.0,2.48,3.23,358.0,8009.0,52796.0,0.0,0.0,90503693.0,10914194.0,101470683.0
2005-07-08,1054.8,1054.8,1002.419,1240.75,False,27,2,0,0,0,0.0,0,0,10899511.0,0.0,2.5,3.23,749.0,8009.0,61558.0,0.0,0.0,90503693.0,10935966.0,101501218.0
2005-07-11,1043.7,1043.7,1002.419,1240.75,False,27,2,0,0,0,0.0,0,0,10899511.0,0.0,2.53,3.23,2250.0,24027.0,87805.0,0.0,0.0,90503693.0,10820884.0,101412381.0
