종목,가격기준,테스트,파라미터,시작연도,방향,시대 구간,날짜,종가,등락률(%),당시 순위,사건 번호,z-score,종가 1일,종가 1주,종가 1개월,종가 3개월,종가 6개월,종가 1년,익일시가 1일,익일시가 1주,익일시가 1개월,익일시가 3개월,익일시가 6개월,익일시가 1년
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-04-22,108.65,0.55,1379,14,0.64,0.38,0.64,1.78,3.65,-0.43,1.84,0.72,0.99,2.12,4.01,-0.09,2.19
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-06-18,110.69,1.46,587,15,1.76,-0.72,-0.62,2.97,-3.22,2.97,-3.79,-0.54,-0.44,3.16,-3.04,3.16,-3.62
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-07-02,107.95,0.03,2153,15,0.03,-0.23,-0.28,3.38,-5.31,3.62,0.12,0.4,0.35,4.04,-4.71,4.28,0.76
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-07-14,110.26,0.66,1259,15,0.73,0.11,3.31,0.24,-3.15,-4.28,0.87,-0.08,3.11,0.05,-3.33,-4.46,0.68
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-07-30,112.08,0.48,1507,15,0.54,-0.12,-1.45,-5.76,1.73,-7.09,2.81,-0.43,-1.76,-6.06,1.41,-7.38,2.49
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-09-17,107.13,0.04,2162,16,0.02,-1.66,-3.11,0.92,6.39,0.22,9.48,0.11,-1.36,2.75,8.32,2.03,11.46
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-10-02,104.01,1.75,465,16,1.1,1.43,2.42,10.19,5.28,4.68,13.98,0.69,1.67,9.38,4.5,3.91,13.14
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-10-09,106.53,0.45,1552,16,0.29,0.24,1.49,6.61,-2.07,2.8,11.91,0.06,1.3,6.41,-2.25,2.6,11.7
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-10-19,108.74,0.57,1378,16,0.36,-0.51,3.78,2.53,-7.35,1.75,8.39,-0.34,3.96,2.71,-7.19,1.93,8.58
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-10-26,112.85,0.06,2146,16,0.04,0.2,1.56,1.06,-10.87,-4.67,5.62,0.47,1.83,1.33,-10.64,-4.42,5.9
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-11-04,115.02,0.01,2231,16,0.01,-0.27,-1.63,0.1,-14.69,-8.21,-0.84,-0.36,-1.72,0.02,-14.77,-8.29,-0.93
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-11-18,113.63,1.92,408,16,1.37,0.07,0.46,-3.34,-9.11,-6.3,3.63,0.02,0.4,-3.4,-9.16,-6.35,3.58
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-12-16,113.98,1.49,580,16,1.34,-1.46,-1.2,-11.34,-5.8,-6.57,5.63,-1.89,-1.63,-11.72,-6.21,-6.98,5.17
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2015-12-23,112.61,0.74,1172,16,0.68,-0.02,-0.67,-8.4,-4.88,-7.39,6.67,-0.02,-0.67,-8.4,-4.88,-7.39,6.67
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-02-01,104.41,0.27,1853,17,0.19,-2.16,-7.46,1.36,2.21,10.95,19.31,-1.71,-7.03,1.83,2.68,11.46,19.86
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-02-17,102.5,2.26,305,17,1.51,-1.14,0.05,4.9,2.91,14.2,26.14,-1.45,-0.26,4.57,2.59,13.84,25.74
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-04-14,110.92,0.01,2283,18,0.01,-0.25,-0.24,-4.89,0.96,5.86,17.56,-0.17,-0.16,-4.81,1.04,5.95,17.66
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-05-10,107.33,1.37,664,18,1.39,-0.9,-1.72,2.66,8.94,8.4,28.95,-0.76,-1.58,2.82,9.1,8.57,29.14
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-05-26,109.56,0.29,1844,18,0.36,0.52,0.46,-6.7,6.43,8.09,28.9,0.46,0.39,-6.76,6.37,8.02,28.82
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-06-30,107.54,1.16,824,19,1.11,0.5,2.57,7.72,9.58,11.32,27.99,0.55,2.61,7.77,9.63,11.37,28.05
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-07-08,110.3,1.55,558,19,1.52,0.57,1.36,5.76,7.64,10.54,25.71,0.23,1.02,5.4,7.28,10.17,25.29
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-07-26,113.79,0.11,2154,19,0.11,0.69,1.03,2.65,5.08,10.23,27.31,-0.15,0.18,1.79,4.2,9.31,26.25
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-08-05,116.78,0.96,977,19,0.98,-0.11,0.36,0.92,-2.34,7.75,23.79,-0.16,0.31,0.86,-2.39,7.69,23.72
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-08-15,117.7,0.43,1650,19,0.45,-0.55,-0.3,-1.58,-1.61,9.2,22.37,-0.37,-0.11,-1.4,-1.43,9.41,22.6
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-09-06,117.85,0.62,1378,19,0.69,0.06,-2.17,0.8,-1.06,10.94,23.15,-0.03,-2.26,0.7,-1.15,10.83,23.03
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-09-22,119.09,0.8,1143,19,1.08,-0.64,-1.05,-0.79,1.15,9.69,21.19,-0.56,-0.97,-0.71,1.23,9.77,21.28
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-11-09,117.65,0.46,1621,20,0.6,-1.61,-0.63,1.57,8.27,17.81,30.63,-2.09,-1.11,1.08,7.75,17.24,30.0
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-11-17,117.76,0.73,1237,20,0.88,-0.37,0.88,1.98,10.78,18.04,30.73,-0.49,0.76,1.86,10.64,17.9,30.58
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2016-12-06,116.88,0.24,1978,20,0.29,1.27,3.06,4.32,11.94,22.84,31.33,1.47,3.28,4.54,12.17,23.09,31.6
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-01-05,120.87,0.57,1463,20,0.72,0.88,1.55,4.1,9.24,13.97,33.96,0.77,1.44,3.99,9.12,13.85,33.82
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-01-24,124.18,0.67,1321,20,0.91,1.01,0.31,4.69,8.82,16.28,35.62,0.38,-0.31,4.04,8.14,15.56,34.77
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-02-07,126.29,0.37,1777,20,0.56,0.17,1.77,3.6,9.53,14.27,26.86,0.3,1.91,3.74,9.67,14.42,27.03
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-02-22,130.5,0.04,2351,20,0.07,-0.38,0.72,-0.11,6.62,9.73,26.28,-0.53,0.57,-0.26,6.46,9.56,26.09
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-03-10,131.39,0.42,1692,20,0.92,0.17,0.23,0.48,6.54,9.76,32.49,0.21,0.27,0.52,6.58,9.8,32.54
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-03-28,131.64,0.61,1420,20,1.34,0.46,0.66,3.12,4.85,8.76,19.45,0.39,0.59,3.05,4.78,8.68,19.37
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-05-01,137.2,0.89,1069,21,2.04,0.17,0.47,2.98,4.4,10.23,18.64,0.04,0.34,2.85,4.27,10.1,18.5
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-05-08,137.84,0.22,2051,21,0.48,0.35,0.87,4.05,4.88,11.19,20.48,0.2,0.72,3.89,4.72,11.02,20.3
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-05-16,139.62,0.42,1710,21,0.94,-2.54,-0.34,-0.35,3.16,10.21,21.03,-1.76,0.45,0.45,3.99,11.09,22.0
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-05-22,139.0,0.84,1111,21,1.49,0.1,1.68,1.25,1.47,10.76,20.99,-0.19,1.38,0.95,1.18,10.43,20.64
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-07-11,139.05,0.28,1977,22,0.34,1.19,2.94,3.65,6.07,16.91,26.88,0.33,2.07,2.77,5.17,15.92,25.8
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-08-15,144.03,0.07,2371,23,0.08,0.17,-0.58,1.06,6.83,12.95,24.44,-0.08,-0.82,0.81,6.57,12.67,24.13
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-08-30,144.65,1.18,825,23,1.35,1.07,0.57,0.55,6.37,14.75,28.87,0.79,0.28,0.27,6.07,14.43,28.51
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-09-13,146.42,0.14,2270,23,0.16,-0.59,-0.73,0.92,6.33,17.15,26.03,-0.2,-0.34,1.32,6.75,17.61,26.52
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-10-03,145.89,0.21,2105,23,0.31,0.1,1.17,4.26,9.69,10.12,27.46,0.29,1.37,4.46,9.9,10.33,27.7
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-10-17,149.04,0.13,2298,23,0.19,-0.12,-0.7,2.38,11.26,10.65,18.95,-0.22,-0.8,2.28,11.15,10.54,18.84
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-10-31,152.15,0.38,1813,23,0.5,-0.03,1.14,1.97,10.39,6.34,11.61,-0.43,0.73,1.56,9.95,5.92,11.17
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-11-07,153.88,0.06,2425,23,0.08,0.4,-0.37,0.09,-0.28,10.23,14.1,0.46,-0.32,0.14,-0.23,10.29,14.16
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-11-24,156.26,0.37,1832,23,0.57,-0.04,-1.13,0.17,7.7,8.13,4.24,-0.01,-1.1,0.2,7.73,8.17,4.28
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2017-12-07,154.02,0.34,1885,23,0.52,0.44,1.21,5.54,13.02,13.56,5.88,-0.29,0.47,4.78,12.2,12.74,5.1
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-01-04,160.31,0.17,2215,23,0.26,1.0,1.86,-1.37,-2.3,9.54,-1.38,0.53,1.38,-1.83,-2.76,9.03,-1.85
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-01-19,166.34,0.31,1948,23,0.45,1.07,2.76,-0.63,-2.43,7.6,-2.65,1.11,2.8,-0.6,-2.39,7.64,-2.61
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-02-13,159.69,0.52,1604,23,0.45,1.87,3.21,7.41,5.12,13.63,7.22,2.48,3.82,8.05,5.74,14.3,7.86
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-03-06,168.54,0.42,1757,23,0.35,0.23,1.88,-4.68,3.74,10.27,1.71,1.0,2.67,-3.95,4.54,11.12,2.5
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-04-05,160.65,0.57,1531,23,0.36,-2.5,0.97,2.63,7.64,15.75,14.95,-1.42,2.1,3.77,8.84,17.04,16.23
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-04-18,166.44,0.2,2180,23,0.12,-0.92,-4.68,1.14,8.11,6.48,12.59,-0.42,-4.2,1.65,8.65,7.02,13.16
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-04-27,162.09,0.06,2479,23,0.04,-0.71,1.72,4.24,9.58,5.53,16.94,-0.94,1.48,4.0,9.32,5.29,16.66
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-06-05,174.84,0.31,2003,24,0.22,0.58,0.57,-1.1,6.3,-1.44,1.58,0.48,0.46,-1.2,6.19,-1.54,1.48
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-06-12,175.83,0.53,1617,24,0.39,-0.01,0.1,2.06,4.15,-6.95,4.32,-0.16,-0.06,1.91,3.99,-7.09,4.16
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-07-02,172.8,0.67,1401,24,0.67,-1.16,2.62,2.5,7.74,-10.37,10.79,-1.53,2.23,2.12,7.33,-10.71,10.37
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-07-09,177.19,0.9,1111,24,0.96,0.07,1.12,2.6,1.67,-9.97,8.67,-0.11,0.94,2.41,1.48,-10.14,8.47
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-07-25,182.82,1.4,674,24,1.77,-1.52,-3.12,-1.1,-5.22,-9.67,6.82,-0.16,-1.79,0.26,-3.92,-8.42,8.29
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-08-02,179.53,1.36,706,24,1.65,0.31,1.33,3.97,-5.41,-5.57,0.67,0.12,1.13,3.77,-5.59,-5.75,0.48
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-08-28,184.61,0.15,2356,24,0.18,1.15,-0.63,0.66,-11.47,-5.54,1.79,0.98,-0.8,0.49,-11.62,-5.7,1.62
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-09-26,184.27,0.07,2516,24,0.09,0.85,0.91,-7.17,-16.94,-2.5,1.5,0.44,0.5,-7.55,-17.28,-2.9,1.09
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-11-01,172.06,1.32,745,25,0.93,-1.56,1.39,0.16,-0.6,8.24,16.3,-1.25,1.71,0.47,-0.29,8.58,16.66
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-11-28,168.7,3.22,155,25,1.95,-0.33,-1.07,-8.56,3.39,0.84,21.58,0.1,-0.65,-8.17,3.83,1.27,22.09
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2018-12-12,165.05,0.88,1148,25,0.48,0.03,-6.37,-3.5,8.06,10.66,25.12,-0.62,-6.98,-4.13,7.36,9.94,24.31
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-01-08,159.52,0.9,1125,25,0.4,0.81,1.79,5.46,15.65,20.71,36.13,0.42,1.4,5.05,15.2,20.24,35.6
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-01-25,165.15,1.19,853,25,0.6,-1.24,1.39,5.18,15.44,18.25,32.06,0.06,2.72,6.55,16.95,19.8,33.79
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-02-14,171.22,0.12,2466,25,0.07,0.42,0.98,4.22,8.01,6.62,37.04,-0.34,0.21,3.44,7.19,5.81,36.01
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-02-26,173.7,0.1,2500,25,0.06,-0.06,0.49,2.42,2.18,6.4,24.63,0.4,0.95,2.89,2.65,6.89,25.21
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-03-05,174.55,0.07,2561,25,0.04,-0.57,0.65,5.29,0.21,6.36,25.02,-0.66,0.56,5.19,0.11,6.26,24.9
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-03-13,177.01,0.75,1330,25,0.48,-0.17,1.55,4.53,3.01,8.71,0.18,-0.24,1.48,4.46,2.94,8.64,0.11
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-03-19,179.05,0.34,2015,25,0.22,0.4,0.0,4.52,4.11,7.57,-1.37,0.39,-0.01,4.52,4.1,7.56,-1.37
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-04-01,182.04,1.32,752,25,1.16,0.38,1.7,3.78,3.97,3.72,4.59,0.27,1.59,3.67,3.85,3.61,4.48
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-04-16,186.5,0.34,2012,25,0.4,0.35,1.72,-0.84,3.06,3.76,14.34,-0.32,1.04,-1.5,2.37,3.07,13.58
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-04-29,191.02,0.19,2328,25,0.28,-0.77,-0.57,-7.85,1.88,2.42,10.72,0.03,0.24,-7.1,2.71,3.25,11.62
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-05-16,184.93,1.0,1035,25,1.14,-1.02,-3.61,-0.64,-1.29,9.01,20.73,-0.03,-2.65,0.35,-0.3,10.1,21.94
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-06-06,177.61,0.79,1273,25,0.76,1.93,3.27,6.81,7.98,13.97,34.95,1.39,2.72,6.24,7.4,13.37,34.23
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-06-19,187.11,0.38,1972,25,0.36,0.93,-0.71,2.08,2.89,11.91,30.55,-0.46,-2.07,0.68,1.48,10.37,28.76
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-06-28,186.74,0.13,2503,25,0.12,1.35,1.59,3.77,0.16,14.39,30.04,-0.56,-0.32,1.82,-1.73,12.24,27.6
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-07-24,195.15,0.7,1428,25,0.65,-0.95,-2.08,-3.65,-1.69,15.09,32.21,-0.61,-1.74,-3.33,-1.36,15.48,32.66
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-08-08,188.26,2.18,344,25,1.99,-0.94,-3.03,1.56,6.11,21.75,44.2,-0.46,-2.57,2.04,6.62,22.33,44.89
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-10-11,191.11,1.29,798,26,1.04,-0.01,0.3,5.15,15.61,10.86,54.12,0.13,0.45,5.3,15.78,11.01,54.33
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-10-25,195.64,0.8,1292,26,0.64,0.99,1.65,4.39,13.19,8.11,43.36,0.52,1.18,3.9,12.67,7.61,42.7
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-11-01,198.87,0.91,1165,26,0.8,0.62,1.19,1.28,14.38,9.45,35.76,-0.04,0.52,0.61,13.63,8.73,34.86
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-11-19,203.37,0.15,2499,26,0.18,-0.6,0.61,3.68,13.23,12.54,42.65,-0.34,0.87,3.95,13.52,12.83,43.02
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-11-26,204.61,0.19,2405,26,0.24,0.7,-1.07,4.4,0.58,14.05,44.8,0.44,-1.32,4.13,0.32,13.76,44.43
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-12-06,205.0,1.07,992,26,1.41,-0.45,1.07,5.93,-0.43,18.68,49.88,-0.27,1.25,6.12,-0.25,18.9,50.15
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2019-12-13,207.19,0.33,2114,26,0.43,1.0,2.18,6.26,-12.09,17.21,46.74,0.35,1.52,5.57,-12.66,16.45,45.79
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-01-17,223.38,0.49,1811,27,0.84,-0.04,-2.36,6.09,-4.76,19.43,41.65,0.23,-2.09,6.38,-4.5,19.76,42.04
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-01-30,222.6,0.36,2072,27,0.55,-1.59,3.41,-2.78,-1.66,17.31,41.31,-2.0,2.98,-3.18,-2.07,16.82,40.72
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-02-05,228.22,0.33,2128,27,0.44,0.86,2.65,-8.85,-4.04,18.77,44.7,0.61,2.4,-9.08,-4.28,18.47,44.34
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-02-12,234.27,0.97,1091,27,1.26,-0.13,0.22,-17.9,-6.37,16.05,42.82,0.57,0.92,-17.32,-5.72,16.86,43.82
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-02-19,236.98,0.96,1113,27,1.24,-0.93,-8.65,-25.03,-4.27,17.3,40.29,-0.71,-8.45,-24.87,-4.06,17.55,40.6
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-04-13,203.03,1.08,998,28,0.29,4.35,4.78,9.4,27.34,40.72,67.76,2.23,2.66,7.19,24.76,37.87,64.36
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-05-06,219.0,0.62,1642,28,0.16,1.29,0.16,9.45,23.77,25.41,51.37,0.0,-1.12,8.06,22.19,23.82,49.45
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-05-18,227.43,1.86,485,28,0.48,-0.25,0.71,7.12,21.06,27.92,41.68,-0.37,0.59,6.99,20.91,27.77,41.51
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-06-02,235.63,0.67,1546,28,0.19,0.45,3.26,6.31,25.15,27.16,41.52,0.18,2.98,6.02,24.81,26.82,41.15
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-06-09,243.3,0.72,1462,28,0.23,1.2,-0.18,7.76,10.95,26.28,38.45,0.48,-0.9,6.99,10.16,25.38,37.46
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-06-16,242.85,1.72,542,28,0.73,0.32,2.47,6.7,14.91,25.2,40.42,-0.32,1.82,6.02,14.18,24.4,39.53
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-07-01,250.49,1.17,931,28,0.64,0.68,4.67,6.11,10.92,24.94,41.55,-0.33,3.62,5.05,9.81,23.69,40.14
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-07-10,263.97,0.68,1541,28,0.44,-2.06,-1.72,2.4,6.61,20.86,37.3,-3.14,-2.81,1.27,5.43,19.53,35.78
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-07-31,265.79,1.78,515,28,1.29,1.35,2.14,10.94,3.99,21.31,37.18,0.51,1.29,10.03,3.13,20.31,36.04
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-08-24,283.63,0.62,1662,28,0.45,0.79,3.97,-6.86,2.38,14.28,31.99,1.07,4.26,-6.6,2.67,14.6,32.37
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-09-01,299.92,1.71,552,28,1.24,0.95,-7.35,-5.89,1.18,1.39,26.89,-0.17,-8.38,-6.93,0.06,0.27,25.49
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-09-28,277.2,2.08,397,28,1.24,-0.45,1.07,1.97,12.8,13.39,29.82,-0.24,1.28,2.18,13.04,13.63,30.1
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-10-09,285.71,1.53,654,28,0.88,3.09,0.98,1.01,10.05,19.21,25.44,1.37,-0.7,-0.67,8.22,17.23,23.35
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-11-04,286.91,4.46,76,28,2.47,2.61,0.99,6.49,15.49,16.48,38.8,0.29,-1.28,4.08,12.89,13.86,35.67
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-11-25,296.28,0.61,1710,28,0.32,0.92,2.7,5.54,9.22,12.71,32.04,0.23,2.0,4.82,8.47,11.94,31.14
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-12-16,308.98,0.55,1810,28,0.35,0.65,-0.25,2.4,1.35,10.89,25.2,0.12,-0.78,1.86,0.81,10.3,24.53
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2020-12-29,312.96,0.09,2788,28,0.06,0.0,-1.73,0.51,1.97,13.25,28.31,-0.38,-2.11,0.13,1.58,12.82,27.82
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2021-01-21,326.36,0.8,1388,28,0.59,-0.29,-1.54,-1.2,2.71,11.52,10.83,0.04,-1.22,-0.88,3.05,11.88,11.2
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2021-02-08,333.58,0.67,1621,28,0.61,-0.02,0.59,-6.8,-2.34,10.54,6.46,0.27,0.88,-6.54,-2.06,10.86,6.77
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2021-03-17,321.9,0.41,2086,29,0.28,-3.06,-3.12,6.25,5.94,17.44,5.72,-1.52,-1.58,7.93,7.62,19.31,7.4
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2021-04-05,331.05,2.0,448,29,1.27,-0.07,1.7,-0.27,8.33,8.8,9.3,0.03,1.8,-0.18,8.44,8.9,9.41
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2021-04-09,337.11,0.61,1751,29,0.39,-0.13,1.45,-3.37,7.09,7.67,5.04,0.19,1.78,-3.06,7.43,8.01,5.37
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2021-05-26,334.13,0.35,2247,30,0.25,-0.37,-1.24,4.59,12.17,18.96,-12.83,-0.24,-1.1,4.73,12.33,19.12,-12.71
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2021-06-08,336.76,0.05,2942,30,0.04,0.02,1.63,6.54,13.47,14.68,-7.98,-0.39,1.21,6.09,12.99,14.2,-8.37
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2021-06-23,347.74,0.05,2947,30,0.05,0.62,1.92,5.88,6.28,11.93,-18.09,0.05,1.34,5.28,5.67,11.29,-18.55
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2021-07-06,360.19,0.43,2069,30,0.44,0.21,0.62,1.99,-2.1,11.52,-19.82,-0.41,-0.01,1.35,-2.71,10.82,-20.32
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2021-07-22,363.95,0.66,1670,30,0.72,1.17,0.7,1.04,3.03,-0.61,-17.02,0.79,0.32,0.66,2.65,-0.98,-17.33
QQQ,원본가,테스트 B(연속 등락),N=3,2011,연속 상승,전체,2021-08-04,367.34,0.14,2743,30,0.16,0.63,-0.31,3.56,5.91,0.31,-11.69,0.4,-0.54,3.32,5.67,0.08,-11.89
